,题目
228,我们通常所说的“俗”其实是下列哪一项要求实现时我们内心所产生的感觉：（）
229,A、最远期待B、最近期待C、最优期待D、最满意期待
230,窗体底端
231,正确答案： B 我的答案：D
232,47
233,下列哪一项因素决定着我们对音乐的审美价值判断：（）
234,A、理论知识水平B、内心的期待感C、听众的音乐天赋D、听众的乐感
235,窗体底端
236,正确答案： B 我的答案：B
237,48
238,由于下列哪一项因素使得我们在演奏“激情型”乐句时必须拿下“制高点”：（)
239,A、惯性因素B、规律因素C、客观因素D、主观感受因素
240,窗体底端
241,正确答案： A 我的答案：A
242,49
243,以下关于乐感的说法正确的是：（）
244,A、期待感B、联觉反应C、可以训练D、不可以训练
245,窗体底端
246,正确答案： D 我的答案：D
247,50
248,通常我们演奏是声音的控制是渐强或是减弱取决于：（）
249,A、音量上下行规律B、个人演奏习惯C、落键的力量强弱与否D、赋予音乐的情感指向
250,窗体底端
251,正确答案： D 我的答案：D
252,二、 判断题（题数：50，共 50.0 分）
253,1中景结构是指构成音乐最骨干的音所组成的骨架轮廓。（）
254,正确答案： √ 我的答案： √
255,窗体底端
256,2安静的音乐可以净化人的心灵，使人关注到音乐非常细微的情感传达。（）
257,正确答案： √ 我的答案： √
258,窗体底端
259,3期待反应是一种习惯。（）
260,正确答案： √ 我的答案： √
261,窗体底端
262,4在演奏音乐过程中如果我们的演奏超过了观众的期待阈限就会使观众产生厌烦情绪。（）
263,正确答案： √ 我的答案： ×
264,窗体底端
265,5人的情绪活动和刹车是一个原理，所以我们在欣赏和演奏音乐时也要考虑人的情绪活动。（）
266,正确答案： √ 我的答案： √
267,窗体底端
268,6音乐所表达的思想意识的生成通常需要有一根线索来串联形成。（）
269,正确答案： √ 我的答案： √
270,窗体底端
271,7在音乐评价中，评价一个作曲家的指标主要是他创作的乐曲数量。（）
272,正确答案： × 我的答案： ×
273,窗体底端
274,8联觉不能通过理性来控制和支配。（）
275,正确答案： √ 我的答案： √
276,窗体底端
277,9大多数的音乐作品特别是伟大的作品都是需要炫技的。（）
278,正确答案： × 我的答案： ×
279,窗体底端
280,10在乐谱中，弦乐部分并不是旋律，而是伴奏的一部分。（）
281,正确答案： × 我的答案： ×
282,窗体底端
283,11演奏者如果失去了独立阐释作品的权力会失去很多内心最有力量的东西。（）
284,正确答案： √ 我的答案： ×
285,窗体底端
286,12创造力跟我们接触世界的广泛程度是没有任何关系的。（）
287,正确答案： × 我的答案： ×
288,窗体底端
289,13对同一首作品，不同演奏家的理解基本是相一致的。（）
290,正确答案： × 我的答案： ×
291,窗体底端
292,14一般说来，经过音乐训练的专业人士能够欣赏低音的旋律。（）
293,正确答案： √ 我的答案： √
294,窗体底端
295,15艺术是人类心灵对外界事物反应的总结。（）
296,正确答案： √ 我的答案： √
297,窗体底端
298,16学习音乐的理论知识是理解音乐的前提条件。（）
299,正确答案： × 我的答案： √
300,窗体底端
301,17我们在演奏乐曲时除了要注意分句的结构，还要注意分句间小语气的拿捏。（）
302,正确答案： √ 我的答案： √
303,窗体底端
304,18音乐具有任何艺术所不具备的净化人心灵的作用。（）
305,正确答案： √ 我的答案： √
306,窗体底端
307,19音乐是靠联觉来表现包括情绪、情感体验等各种内容的。（）
308,正确答案： √ 我的答案： √
309,窗体底端
310,20真正的音乐通常都是开门见山地直接用主音开始。（）
311,正确答案： × 我的答案： ×
312,窗体底端
313,21易懂是知觉感受不那么复杂，容易把握乐曲。（）
314,正确答案： × 我的答案： √
315,窗体底端
316,22伟大的艺术家心灵都比较专注，并不广泛，这样才能创作出好的音乐。（）
317,正确答案： × 我的答案： ×
318,窗体底端
319,23听众期待的时间与音乐的张力成反比。()
320,正确答案： × 我的答案： ×
321,窗体底端
322,24《第七交响曲》是在列宁格勒保卫战胜利以后首演的。（)
323,正确答案： × 我的答案： ×
324,窗体底端
325,25我们的身体对音乐的反应在我们成人以后才会形成。（）
326,正确答案： × 我的答案： ×
327,窗体底端
328,26周海宏老师所著的《音乐何需懂》可以帮助我们清晰地认识什么是音乐。（）
329,正确答案： √ 我的答案： √
330,窗体底端
331,27国王路德维希二世以其狂热的追求音乐出名。（）
332,正确答案： √ 我的答案： √
333,窗体底端
334,28一般的音乐规律认为，大三度的音高于小三度的音。（）
335,正确答案： × 我的答案： ×
336,窗体底端
337,29注意的保持能力对理解音乐至关重要。（）
338,正确答案： √ 我的答案： √
339,窗体底端
340,30音乐没有好坏之分，没有评价的判断标准。（）
341,正确答案： × 我的答案： ×
342,窗体底端
343,31音乐家所追求的技巧不应该仅仅是更快、更高、更强。（）
344,正确答案： √ 我的答案： √
345,窗体底端
346,32在古代历史中，将自己“渠道化”，扼杀自己的时候，有一种道德优越感。（）
347,正确答案： √ 我的答案： √
348,窗体底端
349,33一般情况下，在不可突破的限定下，不同演奏家对于同一作品的情感阐述大致相同。（）
350,正确答案： √ 我的答案： √
351,窗体底端
352,34创造力其实是偏离我们期待的一些奇思妙想的设计。（）
353,正确答案： √ 我的答案： √
354,窗体底端
355,35在演奏音乐时我们有效地在总体布局上进行了丰富而有序性的设计就可以忽视某些细微的结构。()
356,正确答案： × 我的答案： ×
357,窗体底端
358,36大多数情况下，我们不能将自己的好恶当做公论。（）
359,正确答案： √ 我的答案： √
360,窗体底端
361,37注意能力分配有问题可能会产生对音乐作品的误读。（）
362,正确答案： √ 我的答案： √
363,窗体底端
364,38简约手法可以用很少的材料唤起我们期待的张力。（）
365,正确答案： √ 我的答案： √
366,窗体底端
367,39音乐的非造型性和非语音性屏蔽了外界对音乐的干扰，所以我们可以利用音乐来宽慰我们的心灵。（）
368,正确答案： √ 我的答案： √
369,窗体底端
370,40我们普通人的演奏水平是可以超越著名的伟大的演奏家的。（）
371,正确答案： √ 我的答案： √
372,窗体底端
373,41有乐感的人在演奏音乐和欣赏音乐时会对下一个音是什么产生期待行为。（）
374,正确答案： √ 我的答案： √
375,窗体底端
376,42任何一件乐器或一种文化形态终将随着时代的发展被湮灭被替代。（）
377,正确答案： × 我的答案： ×
378,窗体底端
379,43拉威尔的《波莱罗》被称为配器史上的里程碑。（）
380,正确答案： √ 我的答案： √
381,窗体底端
382,44联觉反应没有时间和空间的界限。（）
383,正确答案： √ 我的答案： √
384,窗体底端
385,45在我国，无论什么地区什么民族都没有使用和声的先例。（）
386,正确答案： × 我的答案： ×
387,窗体底端
388,46真正听懂音乐欣赏音乐就要首先放弃理解的负担。（）
389,正确答案： √ 我的答案： √
390,窗体底端
391,47大多数作曲家在创作曲子之初就指出了自己创作的初衷和意图。（）
392,正确答案： × 我的答案： ×
393,窗体底端
394,48音乐仅仅是听觉的艺术。（）
395,正确答案： × 我的答案： ×
396,窗体底端
397,49我们可以通过观察现实场景中的光感、形态等要素来对应音乐中的高低音、节奏等属性，这是用音乐的态度生活。（）
398,正确答案： √ 我的答案： √
399,窗体底端
400,50某些经典音乐与电影场景结合的时候，我们会更有耐心和兴趣去欣赏这些经典音乐。（）
401,正确答案： √ 我的答案： √
402,窗体底端
403, 
404,           微信公众号：琢磨俗僧
405,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
406,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
407,请发邮件至：cxeytk@foxmail.com
408,
