,题目
350,正确答案： A 我的答案：A
351,28
352,各种寻找系外行星的方法中，“产量”最多的是（）。
353,窗体顶端
354,A、
355,视向速度法
356,B、
357,凌星法
358,C、
359,直接成像法
360,D、
361,不清楚
362,窗体底端
363,正确答案： B 我的答案：B
364,29
365,一般来说，表面温度越低的恒星，其发射的最强电磁波越不可能是（）。
366,窗体顶端
367,A、
368,X射线
369,B、
370,黄色光
371,C、
372,红色光
373,D、
374,红外线
375,窗体底端
376,正确答案： A 我的答案：A
377,30
378,光谱之于恒星，犹如（）之于个人。
379,窗体顶端
380,A、
381,指纹
382,B、
383,性别
384,C、
385,身高
386,D、
387,相貌
388,窗体底端
389,正确答案： A 我的答案：A
390,31
391,冥王星与其他大行星迥异的特点不包括（）。
392,窗体顶端
393,A、
394,公转轨道平面偏角较大
395,B、
396,未清空轨道附近其他天体
397,C、
398,体积比一些卫星还小
399,D、
400,太阳位于其轨道的一个焦点上
401,窗体底端
402,正确答案： D 我的答案：D
403,32
404,在基本粒子中，（）不可能有辐射。
405,窗体顶端
406,A、
407,电子和中子
408,B、
409,电子和原子
410,C、
411,分子和中子
412,D、
413,分子和原子
414,窗体底端
415,正确答案： A 我的答案：A
416,33
417,以下星系中，不是漩涡星系或者棒旋星系的是（）。
418,窗体顶端
419,A、
420,M104
421,B、
422,M87
423,C、
424,M31
425,D、
426,M83
427,窗体底端
428,正确答案： B 我的答案：B
429,34
430,北京时间11月30日晚上出生的人，按照星座算命的规则，实际上应该属于哪个星座？（）
431,窗体顶端
432,A、
433,天蝎
434,B、
435,射手
436,C、
437,人马
438,D、
439,蛇夫
440,窗体底端
441,正确答案： D 我的答案：D
442,35
443,人类对UFO的猜测和认识不包括
444,窗体顶端
445,A、
446,可能是敌对国家的秘密武器
447,B、
448,可能是地球以外的天体到访
449,C、
450,结果是各种大气、生物、人造天体现象
451,D、
452,肯定是存在外星人的确凿证据
453,窗体底端
454,正确答案： D 我的答案：D
455,36
456,根据洛希极限，质量十倍于太阳的黑洞，其引潮力的半径是（）万公里。
457,窗体顶端
458,A、
459,38
460,B、
461,140
462,C、
463,400
464,D、
465,15000
466,窗体底端
467,正确答案： C 我的答案：C
468,37
469,中国古典四大名著当中，关于著名疏散星团M45的最精彩的故事发生在（）一书中。
470,窗体顶端
471,A、
472,三国演义
473,B、
474,水浒传
475,C、
476,西游记
477,D、
478,红楼梦
479,窗体底端
480,正确答案： C 我的答案：C
481,38
482,泡利不相容原理具体指的是同一体系内的任意两个（）不可能有完全相同的运动状态。
483,窗体顶端
484,A、
485,电子
486,B、
487,质子
488,C、
489,中子
490,D、
491,原子核
492,窗体底端
493,正确答案： A 我的答案：A
494,39
495,以下关于哈勃关系的陈述，不正确的是（）。
496,窗体顶端
497,A、
498,哈勃常数的单位是1/s
499,B、
500,天体不分远近，退行速度一样
501,C、
502,越远的天体退行速度越快
503,D、
504,退行速度由测量光谱线的红移而算出
505,窗体底端
506,正确答案： B 我的答案：B
507,40
508,古代历法定制最大的意义是指导农业生产，因此其最依赖的天体是（）。
509,窗体顶端
510,A、
511,太阳
512,B、
513,月亮
514,C、
515,五大行星
516,D、
517,彗星
518,窗体底端
519,正确答案： A 我的答案：A
520,41
521,下面哪一种粒子（动静皆可）单独存在时的寿命是最短的？（）
522,窗体顶端
523,A、
524,光子
525,B、
526,电子
527,C、
528,质子
529,D、
530,中子
531,窗体底端
532,正确答案： D 我的答案：D
533,42
534,星云与云的区别不包括（）。
535,窗体顶端
536,A、
537,组分
538,B、
539,密度
540,C、
541,形态
542,D、
543,形态持续时间
544,窗体底端
545,正确答案： C 我的答案：C
546,43
547,从水星、金星的轨道位置可知，在地球上看这两颗大行星一定不会发生（）天象。
548,窗体顶端
549,A、
550,月掩星
551,B、
552,凌日
553,C、
554,逆行
555,D、
556,午夜可见
557,窗体底端
558,正确答案： D 我的答案：D
559,44
560,以下传统黄道十二星座中，中文名称与天文学所用的星座名称一致的是（）。
561,窗体顶端
562,A、
563,水瓶
564,B、
565,处女
566,C、
567,射手
568,D、
569,双子
570,窗体底端
571,正确答案： D 我的答案：D
572,45
573,时间的什么特性使得时间机器在常规思维中基本上是不可能的？()
574,窗体顶端
575,A、
576,只能向前不能向后以及“回到过去，然后杀了自己的祖父母”的情景显得太荒唐
577,B、
578,只能向前不能向后以及是七大基本物理量之一
579,C、
580,划分刻度十分精确以及“回到过去，然后杀了自己的祖父母”的情景显得太荒唐
581,D、
582,划分刻度十分精确以及是七大基本物理量之一
583,窗体底端
584,正确答案： A 我的答案：A
585,46
586,哈勃星系分类中，形状最不规则的一类的表示符号是（）。
587,窗体顶端
588,A、
589,E
590,B、
591,S
592,C、
593,SB
594,D、
595,Irr
596,窗体底端
597,正确答案： D 我的答案：D
598,47
599,哪位科学家支持黑洞理论？（）
600,窗体顶端
601,A、
602,霍金
603,B、
604,爱因斯坦
605,C、
606,爱丁顿
607,D、
608,彭罗斯
609,窗体底端
610,正确答案： A 我的答案：A
611,48
612,元素的产生，到达（）元素时就无法“正常”继续了，必须依靠超新星爆发才能够继续产生。
613,窗体顶端
614,A、
615,氦
616,B、
617,碳
618,C、
619,硅
620,D、
621,铁
622,窗体底端
623,正确答案： D 我的答案：D
624,49
625,自转方向与众不同的大行星包括（）。
626,窗体顶端
627,A、
628,水星
629,B、
630,金星
631,C、
632,地球
633,D、
634,火星
635,窗体底端
636,正确答案： B 我的答案：B
637,50
638,关于造父星与《双星》一节提过的大陵五，描述不正确的是（）。
639,窗体顶端
640,A、
641,都在秋季前半夜升上中天
642,B、
643,亮度变化周期都非常稳定
644,C、
645,最亮和最暗时肉眼均可见
646,D、
647,亮度变化的原理相同
648,窗体底端
649,正确答案： D 我的答案：D
650,二、 判断题（题数：50，共 50.0 分）
651,1
652,土星光环是由大大小小的冰块组成。（）
653,窗体顶端
654,正确答案： √ 我的答案： √
655,窗体底端
656,2
657,星空周年运动是地球公转所造成的。（）
658,窗体顶端
659,正确答案： √ 我的答案： √
660,窗体底端
661,3
662,子弹星系团1E0657-56在天文学上的重要价值，体现在它是第一个被直接确认了暗物质存在的天体系统。（）
663,窗体顶端
664,正确答案： √ 我的答案： √
665,窗体底端
666,4
667,采取“卧看牵牛织女星”的姿势，是因为两颗星升上中天时高度很大，不适合长时间站着或坐着观看。（）
668,窗体顶端
669,正确答案： √ 我的答案： √
670,窗体底端
671,5
672,苏东坡名句“寄蜉蝣于天地，渺沧海之一粟”，前句体现了时间上的不同尺度之间的巨大反差，后句则体现了空间上的。（）
673,窗体顶端
674,正确答案： √ 我的答案： √
675,窗体底端
676,6
677,寒来暑往的现象是地球公转加以自转轴存在倾斜角所致。（）
678,窗体顶端
679,正确答案： √ 我的答案： √
680,窗体底端
681,7
682,星系中，越处于边缘的恒星的运动速度反而越接近最大速度，这与开普勒定律推出的体系是不一致的。（）
683,窗体顶端
684,正确答案： √ 我的答案： √
685,窗体底端
686,8
687,“旅行者”号携带的光盘刻录了地球上自然和人类社会的各种声音。（）
688,窗体顶端
689,正确答案： √ 我的答案： √
690,窗体底端
691,9
692,由大望远镜拍摄制作的星团等深空天体的照片，其上各种或苍白或绚烂的色彩均是人眼可见。（）
693,窗体顶端
694,正确答案： × 我的答案： ×
695,窗体底端
696,10
697,所有的星系都在退行，说明宇宙是在膨胀的。（）
698,窗体顶端
699,正确答案： √ 我的答案： √
700,窗体底端
701,11
702,在地球上看到的星空是永远不变的，恐龙时代的星空与今天完全一样。（）
703,窗体顶端
704,正确答案： × 我的答案： ×
705,窗体底端
706,12
707,凌星法一般更容易发现较大体积的系外行星。（）
708,窗体顶端
709,正确答案： √ 我的答案： √
710,窗体底端
711,13
712,天鹅X-1的星等、光谱型等数据，是属于黑洞-巨星双星系统中的巨星。（）
713,窗体顶端
714,正确答案： √ 我的答案： √
715,窗体底端
716,14
717,生物的多样性与一致性的统一与对立，其本质是基因的组成、序列与表达问题。（）
718,窗体顶端
719,正确答案： √ 我的答案： √
720,窗体底端
721,15
722,引潮力使任何物体在一个方向上被无限极压，而在相反的方向被无限拉伸。（）
723,窗体顶端
724,正确答案： √ 我的答案： √
725,窗体底端
726,16
727,太阳发出的光一共只有赤橙黄绿青蓝紫七种单色光。（）
728,窗体顶端
729,正确答案： × 我的答案： ×
730,窗体底端
731,17
732,在几大空间望远镜中，具有红外线探测拍摄功能的包括“哈勃”和“斯皮策”望远镜。（）
733,窗体顶端
734,正确答案： √ 我的答案： √
735,窗体底端
736,18
737,根据中国古籍的记载，超新星爆发的特点包括出现得特别突兀、亮度特别大、持续时间长。（）
738,窗体顶端
739,正确答案： √ 我的答案： √
740,窗体底端
741,19
742,太阳周年视运动指的是太阳在星空背景上以年为周期做周期性运动，是太阳的真实运动。（）
743,窗体顶端
744,正确答案： × 我的答案： ×
745,窗体底端
746,20
747,判断一个农历月份是否为闰月的标准是这个月里没有中气。（）
748,窗体顶端
749,正确答案： √ 我的答案： √
750,窗体底端
751,21
752,宇宙岛的概念相当于现在的星系级别的天体。
753,窗体顶端
754,正确答案： √ 我的答案： √
755,窗体底端
756,22
757,星系级黑洞的质量一般在数百万至数百亿倍太阳质量的范围。（）
758,窗体顶端
759,正确答案： √ 我的答案： √
760,窗体底端
761,23
762,秒差距这个长度标尺的推导过程，所利用的数学知识是极限，也就是视差角x→0时，sinx→x或者tanx→x。（）
763,窗体顶端
764,正确答案： √ 我的答案： √
765,窗体底端
766,24
767,类星体是活动性最强的活动星系核。（）
768,窗体顶端
769,正确答案： √ 我的答案： √
770,窗体底端
771,25
772,人类拍摄星系，无论在地面还是太空，始终只能有一个拍摄角度。（）
773,窗体顶端
774,正确答案： √ 我的答案： √
775,窗体底端
776,26
777,康德作为德国著名哲学家，其墓葬地址在德国境内也受到了良好的保护。（）
778,窗体顶端
779,正确答案： × 我的答案： ×
780,窗体底端
781,27
782,现代最先进的恒星光度测量方法，本质上与我们用数码相机拍照是同一个原理。（）
783,窗体顶端
784,正确答案： √ 我的答案： √
785,窗体底端
786,28
787,蒭藁型变星和造父变星都属于不稳定恒星，不在“星”口比例达到90%的主序星之列。（）
788,窗体顶端
789,正确答案： √ 我的答案： √
790,窗体底端
791,29
792,分析陨石中的有机化合物的成分，可以知道宇宙中是存在生命前期物质的。（）
793,窗体顶端
794,正确答案： √ 我的答案： √
795,窗体底端
796,30
797,超空间会使得人类星际旅行的单程时间相比于常规空间大大缩短，只要我们能找到虫洞入口。()
798,窗体顶端
799,正确答案： √ 我的答案： √
800,窗体底端
801,31
802,把系外行星与地球作比较时，一般重点考察它的质量、直径、与恒星距离、是否位于宜居带、公转周期等数据。（）
803,窗体顶端
804,正确答案： √ 我的答案： √
805,窗体底端
806,32
807,直到1968年美国天体物理学家惠勒提出“黑洞”这个名词，人们才开始对黑洞感兴趣。（）
808,窗体顶端
809,正确答案： √ 我的答案： √
810,窗体底端
811,33
812,恒星的世界与人类相似，寿命长短与个头大小没有必然联系。（）
813,窗体顶端
814,正确答案： × 我的答案： ×
815,窗体底端
816,34
817,3K宇宙背景辐射的两位发现者的本职是卫星通讯工程师。（）
818,窗体顶端
819,正确答案： √ 我的答案： √
820,窗体底端
821,35
822,2008年6月，Spitzer空间望远镜网站发布了其拍摄出来的银河系“轮盘”的正面（相对于侧面）照片。（）
823,窗体顶端
824,正确答案： × 我的答案： ×
825,窗体底端
826,36
827,由哈勃关系可知，哈勃常数的倒数就是宇宙的特征膨胀年龄。（）
828,窗体顶端
829,正确答案： √ 我的答案： √
830,窗体底端
831,37
832,黑洞的形成一定有一个空间的界面，使得光子无法逃逸，称为视界。（）
833,窗体顶端
834,正确答案： √ 我的答案： √
835,窗体底端
836,38
837,经典力学与狭义相对论两种情况的红移量Z计算公式，在处理退行速度远远不及光速（v << c）的天体时，近似可以通用。（）
838,窗体顶端
839,正确答案： √ 我的答案： √
840,窗体底端
841,39
842,电影《星际穿越》里的黑洞还需要辅以白洞（如果确实存在），才能让人类的飞船来回往返。()
843,窗体顶端
844,正确答案： √ 我的答案： √
845,窗体底端
846,40
847,顾炎武“三代以上，人人皆知天文”说的是比夏商周三代更早的时期。（）
848,窗体顶端
849,正确答案： √ 我的答案： √
850,窗体底端
851,41
852,人类之所以推测有“暗能量”存在，是因为宇宙的加速膨胀是与引力的相互吸引相违背的，而以目前的知识又无法解释这股推进膨胀的能量。（）
853,窗体顶端
854,正确答案： √ 我的答案： √
855,窗体底端
856,42
857,宇宙临界密度是10×10^(-30)g/cm^3，而目前测得的宇宙所有亮物质的平均密度是0.25×10^(-30)g/cm^3，所以宇宙的结局肯定是开宇宙。（）
858,窗体顶端
859,正确答案： × 我的答案： ×
860,窗体底端
861,43
862,凌星法确定系外行星的根据是行星凌星时，恒星的光度会有微小的降低。（）
863,窗体顶端
864,正确答案： √ 我的答案： √
865,窗体底端
866,44
867,太阳从出生到晚年，体积是一直在从小胀大的。（）
868,窗体顶端
869,正确答案： × 我的答案： ×
870,窗体底端
871,45
872,恒星终其一生都在通过核聚变反应产生向外的压力，以抗衡向内的巨大引力。（）
873,窗体顶端
874,正确答案： √ 我的答案： √
875,窗体底端
876,46
877,由于弥漫星云的主要组分是气体和尘埃，所以它整体质量虽然很大，但密度非常稀薄。（）
878,窗体顶端
879,正确答案： √ 我的答案： √
880,窗体底端
881,47
882,月掩星、凌日等天象能发生，是因为行星、月球的公转轨道平面彼此偏角很小。（）
883,窗体顶端
884,正确答案： √ 我的答案： √
885,窗体底端
886,48
887,较大质量恒星（大于太阳质量）的位于生命带的行星可能等不到智慧生物的出现就提前消亡了。（）
888,窗体顶端
889,正确答案： √ 我的答案： √
890,窗体底端
891,49
892,根据一般公认的星系演化路径，银河系的形成很可能经历的是类星体-塞佛特星系-银河系这一路径。（）
893,窗体顶端
894,正确答案： √ 我的答案： √
895,窗体底端
896,50
897,当月球公转了90°时，它自转的角度也是90°。（）
898,窗体顶端
899,正确答案： √ 我的答案： √
900,窗体底端
901, 
902,           微信公众号：琢磨俗僧
903,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
904,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
905,请发邮件至：cxeytk@foxmail.com
906,
