,题目
256,下列关于影响中国土壤分布的因素说法错误的是？
257,1.0 分
258,窗体顶端
259,
260,A、
261,青藏高原影响强烈
262,B、
263,由南到北，热量分布均衡
264,C、
265,地域辽阔、多山
266,D、
267,由东到西，降水分异显著
268,窗体底端
269,正确答案： B 我的答案：B 
270,19
271,2007年，美国发射的一颗名叫Worldview的卫星，它分辨率达到了多少？
272,1.0 分
273,窗体顶端
274,
275,A、
276,0.5米
277,B、
278,1米
279,C、
280,2.5米
281,D、
282,5米
283,窗体底端
284,正确答案： A 我的答案：A 
285,20
286,以下哪类物质不太可能出现在碎屑类的沉积岩之中？
287,1.0 分
288,窗体顶端
289,
290,A、
291,火山灰
292,B、
293,石灰岩
294,C、
295,火山渣
296,D、
297,其他经过风化剥蚀的岩石
298,窗体底端
299,正确答案： B 我的答案：B 
300,21
301,下列关于丹霞地貌说法错误的是？
302,1.0 分
303,窗体顶端
304,
305,A、
306,以中国广东省北部丹霞山为典型
307,B、
308,巨厚红色砂岩、砾岩层中沿垂直节理发育的各种丹崖奇峰的总称
309,C、
310,漓江山水是典型的丹霞地貌
311,D、
312,主要发育于侏罗纪至第三纪的水平或缓倾的红色地层中
313,窗体底端
314,正确答案： C 我的答案：C 
315,22
316,美国五大湖区的地质形成原因是？
317,1.0 分
318,窗体顶端
319,
320,A、
321,火山喷发作用
322,B、
323,板块运动作用
324,C、
325,第四纪冰川作用
326,D、
327,陨石撞击作用
328,窗体底端
329,正确答案： C 我的答案：C 
330,23
331,下列关于古登堡面说法错误的是？
332,1.0 分
333,窗体顶端
334,
335,A、
336,在古登堡不连续面上下，纵波速度由7.23千米/秒向下突然消失
337,B、
338,1914年美国地球物理学家古登堡首先发现的
339,C、
340,位于地下2885km处
341,D、
342,古登堡面以下到地心之间的地球部分称为地核
343,窗体底端
344,正确答案： A 我的答案：A 
345,24
346,强烈的降水会在土壤中造成大量下渗，这对于土壤形成来讲就是
347,1.0 分
348,窗体顶端
349,
350,A、
351,风化作用
352,B、
353,腐殖质
354,C、
355,风化壳
356,D、
357,淋溶作用
358,窗体底端
359,正确答案： D 我的答案：D 
360,25
361,以下哪个因素不会影响世界各州大陆上土壤水平分布的规律？
362,1.0 分
363,窗体顶端
364,
365,A、
366,大的地质构造和地形
367,B、
368,世界各州大陆所处的地理位置
369,C、
370,大气环流和海洋环流
371,D、
372,世界各州大陆之间的距离差异
373,窗体底端
374,正确答案： D 我的答案：D 
375,26
376,以下哪点不属于外动力地质作用？
377,1.0 分
378,窗体顶端
379,
380,A、
381,板块构造运动
382,B、
383,风化作用
384,C、
385,剥蚀作用
386,D、
387,搬运作用
388,窗体底端
389,正确答案： A 我的答案：A 
390,27
391,以下关于冻融作用说法正确的是？
392,1.0 分
393,窗体顶端
394,
395,A、
396,发生在海拔8000米以上的高山地区
397,B、
398,发生在海平面以下，一般在陆地上很难见到
399,C、
400,其实就是冰川的侵蚀作用的别称
401,D、
402,在液态水和固态水转换过程中发生的侵蚀作用
403,窗体底端
404,正确答案： D 我的答案：D 
405,28
406,以下哪个自然保护区是中国第一个自然保护区？
407,1.0 分
408,窗体顶端
409,
410,A、
411,云台山自然保护区
412,B、
413,五台山自然保护区
414,C、
415,丹霞山自然保护区
416,D、
417,鼎湖山自然保护区
418,窗体底端
419,正确答案： D 我的答案：D 
420,29
421,以下关于土壤资源的功能表现说法错误的是？
422,1.0 分
423,窗体顶端
424,
425,A、
426,是无限的，可以任意使用的资源
427,B、
428,是生产食物、木材和纤维的基地
429,C、
430,是人类生产建设的主要基质
431,D、
432,调节陆地表面水分分配与过滤水质
433,窗体底端
434,正确答案： A 我的答案：A 
435,30
436,以下哪个因素不属于空间成土因素？
437,1.0 分
438,窗体顶端
439,
440,A、
441,地形
442,B、
443,水文
444,C、
445,时间
446,D、
447,母质
448,窗体底端
449,正确答案： C 我的答案：C 
450,31
451,岩浆岩根据产状（结构、构造）可以分为几大类，以下哪种不属于这一分类？
452,1.0 分
453,窗体顶端
454,
455,A、
456,深成岩
457,B、
458,辉长岩-玄武岩类
459,C、
460,浅成岩
461,D、
462,喷出岩
463,窗体底端
464,正确答案： B 我的答案：B 
465,32
466,下列关于影响土壤区域性分布规律的因素描述错误的是？
467,1.0 分
468,窗体顶端
469,
470,A、
471,地形
472,B、
473,母质
474,C、
475,人为活动
476,D、
477,气候
478,窗体底端
479,正确答案： D 我的答案：D 
480,33
481,以下哪个特点不属于卫星定位技术的特点？
482,1.0 分
483,窗体顶端
484,
485,A、
486,自动化程度高
487,B、
488,全天候及全天时作业
489,C、
490,定位快速而精确
491,D、
492,图像分辨率低
493,窗体底端
494,正确答案： D 我的答案：D 
495,34
496,从地貌学角度来看，以下哪种地貌类型不会出现在东非大裂谷之中？
497,1.0 分
498,窗体顶端
499,
500,A、
501,河流
502,B、
503,瀑布
504,C、
505,荒漠
506,D、
507,深谷
508,窗体底端
509,正确答案： C 我的答案：C 
510,35
511,土壤剖面一般不包括以下哪个层面？
512,1.0 分
513,窗体顶端
514,
515,A、
516,有机质层
517,B、
518,淋溶层
519,C、
520,风化层
521,D、
522,砂质层
523,窗体底端
524,正确答案： D 我的答案：D 
525,36
526,以下关于人为活动在成土过程中的作用说法错误的是？
527,1.0 分
528,窗体顶端
529,
530,A、
531,改变成土条件
532,B、
533,对土壤的影响不受任何条件的制约
534,C、
535,改变土壤组成和性状
536,D、
537,可能引起土壤退化
538,窗体底端
539,正确答案： B 我的答案：B 
540,37
541,下列哪种景观不是自然保护区所要保护的内容？
542,1.0 分
543,窗体顶端
544,
545,A、
546,代表性的生态系统
547,B、
548,珍稀濒危动物的天然集中分布区
549,C、
550,人工园林建筑
551,D、
552,珍贵地质构造
553,窗体底端
554,正确答案： C 我的答案：C 
555,38
556,下列关于巴丹吉林沙漠说法错误的是？
557,1.0 分
558,窗体顶端
559,
560,A、
561,位于内蒙古西部
562,B、
563,年降水量为200-300毫米之间
564,C、
565,以流动沙丘为主
566,D、
567,年蒸发量可达4000毫米
568,窗体底端
569,正确答案： B 我的答案：B 
570,39
571,如果植被想要健康生长，那么土壤必须具备各种特性，除了
572,1.0 分
573,窗体顶端
574,
575,A、
576,相关的营养成分
577,B、
578,土壤的年龄
579,C、
580,透气性
581,D、
582,土壤结构
583,窗体底端
584,正确答案： B 我的答案：B 
585,40
586,以下哪种不是土壤当中的水分存在方式？
587,1.0 分
588,窗体顶端
589,
590,A、
591,固态水
592,B、
593,雨水
594,C、
595,液态水
596,D、
597,气态水
598,窗体底端
599,正确答案： B 我的答案：B 
600,41
601,以下哪个不是海岸的作用？
602,1.0 分
603,窗体顶端
604,
605,A、
606,波浪作用
607,B、
608,潮汐作用
609,C、
610,海流作用
611,D、
612,风化作用
613,窗体底端
614,正确答案： D 我的答案：D 
615,42
616,构成新疆魔鬼城的物质基础是哪个年代的？
617,1.0 分
618,窗体顶端
619,
620,A、
621,元古宙
622,B、
623,太古宙
624,C、
625,侏罗纪
626,D、
627,新生代以来的
628,窗体底端
629,正确答案： D 我的答案：D 
630,43
631,以下哪类不属于世界遗产？
632,0.0 分
633,窗体顶端
634,
635,A、
636,文化遗产
637,B、
638,文化景观
639,C、
640,自然遗产
641,D、
642,地质公园
643,窗体底端
644,正确答案： D 我的答案：D 
645,44
646,以下哪个因素不会导致土壤退化？
647,1.0 分
648,窗体顶端
649,
650,A、
651,土壤水蚀
652,B、
653,养分下降
654,C、
655,性状恶化
656,D、
657,淋溶层增厚
658,窗体底端
659,正确答案： D 我的答案：D 
660,45
661,以下哪个因素不会影响吹蚀作用？
662,1.0 分
663,窗体顶端
664,
665,A、
666,风的流态
667,B、
668,风的流速
669,C、
670,地表泥沙的物理力学性质
671,D、
672,当地植被生长状况
673,窗体底端
674,正确答案： D 我的答案：D 
675,46
676,与成土过程相关的地表元素迁移转化过程不包括以下哪种？
677,1.0 分
678,窗体顶端
679,
680,A、
681,生物迁移
682,B、
683,溶解迁移
684,C、
685,还原迁移
686,D、
687,复合迁移
688,窗体底端
689,正确答案： D 我的答案：D 
690,47
691,以下哪项不属于地学的特点？
692,1.0 分
693,窗体顶端
694,
695,A、
696,结构与格局
697,B、
698,空间的宏观性和微观性
699,C、
700,时间的漫长性与瞬间性
701,D、
702,过程的复杂性与有序性
703,窗体底端
704,正确答案： A 我的答案：A 
705,48
706,中国整体的山脉可以分为“四纵四横”，请问以下哪个山脉不属于“四纵”？
707,1.0 分
708,窗体顶端
709,
710,A、
711,贺兰山-六盘山-横断山脉
712,B、
713,大兴安岭-太行山-大庐山
714,C、
715,喜马拉雅山-南岭
716,D、
717,长白山-武夷山
718,窗体底端
719,正确答案： C 我的答案：C 
720,49
721,以下哪种地貌类型不属于海岸侵蚀地貌？
722,1.0 分
723,窗体顶端
724,
725,A、
726,海蚀洞
727,B、
728,海蚀崖
729,C、
730,砂质海岸
731,D、
732,海蚀平台
733,窗体底端
734,正确答案： C 我的答案：C 
735,50
736,青藏高原的平均海拔高度为？
737,1.0 分
738,窗体顶端
739,
740,A、
741,海拔500米以下
742,B、
743,海拔500-1000米
744,C、
745,海拔1000-2000米
746,D、
747,海拔4000米以上
748,窗体底端
749,正确答案： D 我的答案：D 
750,1
751,草皮从原始种植区域采过来之后，自带的土层非常薄。
752,1.0 分
753,窗体顶端
754,
755,正确答案： √我的答案： √
756,窗体底端
757,2
758,纬度越北的地区，如果山脉海拔很高的话，就会整个体现出所有水平土壤的分布。
759,1.0 分
760,窗体顶端
761,
762,正确答案： ×我的答案： ×
763,窗体底端
764,3
765,随着时间的推移，随着风化剥蚀及植物生长，无论多么坚硬的岩石，最后总是会形成相应的土壤。
766,1.0 分
767,窗体顶端
768,
769,正确答案： √我的答案： √
770,窗体底端
771,4
772,武夷山在福建，属于北亚热带。
773,1.0 分
774,窗体顶端
775,
776,正确答案： ×我的答案： ×
777,窗体底端
778,5
779,高原型的河流同山区河流的地貌特征是一致的。
780,1.0 分
781,窗体顶端
782,
783,正确答案： ×我的答案： ×
784,窗体底端
785,6
786,岩石圈仅仅包括地壳的全部。
787,1.0 分
788,窗体顶端
789,
790,正确答案： ×我的答案： ×
791,窗体底端
792,7
793,美国博莱斯峡谷的岩层年龄从古生代到中生代，5亿年的岩层都是齐全的。
794,1.0 分
795,窗体顶端
796,
797,正确答案： ×我的答案： ×
798,窗体底端
799,8
800,土被结构中，单元土区的形状是不规则的，如果与圆形比较，则可以分为椭圆形、延长形和线形三种。
801,1.0 分
802,窗体顶端
803,
804,正确答案： √我的答案： √
805,窗体底端
806,9
807,随着土层的深度增加，土壤当中空气跟大气当中的空气交换就越来越多。
808,1.0 分
809,窗体顶端
810,
811,正确答案： ×我的答案： ×
812,窗体底端
813,10
814,离散型板块边界往往存在于大洋中脊。
815,1.0 分
816,窗体顶端
817,
818,正确答案： √我的答案： √
819,窗体底端
820,11
821,整个五台山区最大的特点在于它的自然景观。
822,1.0 分
823,窗体顶端
824,
825,正确答案： ×我的答案： ×
826,窗体底端
827,12
828,土壤中某些矿物质的含量越多越好，比如说盐分。
829,1.0 分
830,窗体顶端
831,
832,正确答案： ×我的答案： ×
833,窗体底端
834,13
835,人在新疆魔鬼城，确实能够听到一些鬼哭狼嚎的声音，实际上，这是雅丹地貌，风蚀作用的结果。
836,1.0 分
837,窗体顶端
838,
839,正确答案： √我的答案： √
840,窗体底端
841,14
842,翠海、叠瀑、彩林、雪峰和藏情是九寨沟“五绝”。
843,1.0 分
844,窗体顶端
845,
846,正确答案： √我的答案： √
847,窗体底端
848,15
849,土壤区划的主要原则主要是综合性原则，其他都无需考虑。
850,1.0 分
851,窗体顶端
852,
853,正确答案： ×我的答案： ×
854,窗体底端
855,16
856,超基性类岩浆岩在大陆分别特别广泛，尤其是玄武岩，相当其他喷出岩类总量的4倍。
857,1.0 分
858,窗体顶端
859,
860,正确答案： ×我的答案： ×
861,窗体底端
862,17
863,文化景观这一概念是在1992年12月召开的联合国教科文组织世界遗产委员会第16届会议时提出的。
864,1.0 分
865,窗体顶端
866,
867,正确答案： √我的答案： √
868,窗体底端
869,18
870,河流地质作用、风的地质作用、地下水的地质作用均属于内动力地质作用。
871,1.0 分
872,窗体顶端
873,
874,正确答案： ×我的答案： ×
875,窗体底端
876,19
877,大地构造地貌组成地球上规模最大的两级地貌单元，第一级地貌单元是大陆和海洋。
878,1.0 分
879,窗体顶端
880,
881,正确答案： √我的答案： √
882,窗体底端
883,20
884,风景名胜区归国家林业局和环保部主管。
885,1.0 分
886,窗体顶端
887,
888,正确答案： ×我的答案： ×
889,窗体底端
890,21
891,影响风化壳厚度的两个最主要因素是气温的变化和降水的变化。
892,1.0 分
893,窗体顶端
894,
895,正确答案： √我的答案： √
896,窗体底端
897,22
898,景观的空间异质性反映了一定时间阶段景观单一性的信息。
899,1.0 分
900,窗体顶端
901,
902,正确答案： ×我的答案： ×
903,窗体底端
904,23
905,地层泛指各种层状岩石，不具有时代的含义；而岩层则是特定地质年代形成的，具有时代含义。
906,1.0 分
907,窗体顶端
908,
909,正确答案： ×我的答案： ×
910,窗体底端
911,24
912,做景观规划设计的时候，需要从资源的重要性和敏感性两方面进行分析，从而确定将来的保护和利用的政策。
913,1.0 分
914,窗体顶端
915,
916,正确答案： √我的答案： √
917,窗体底端
918,25
919,中国的龙脊梯田是哈尼族著名的世界自然奇观。
920,1.0 分
921,窗体顶端
922,
923,正确答案： ×我的答案： ×
924,窗体底端
925,26
926,构成新疆魔鬼城的物质基础形成于距今2000多万年的时期。
927,1.0 分
928,窗体顶端
929,
930,正确答案： √我的答案： √
931,窗体底端
932,27
933,自然保护区是一种综合型的保护，而非单向的保护。
934,1.0 分
935,窗体顶端
936,
937,正确答案： √我的答案： √
938,窗体底端
939,28
940,地质营力来源于两大方面，一方面是地球内部，另一方面是来自地球外部的能量。
941,1.0 分
942,窗体顶端
943,
944,正确答案： √我的答案： √
945,窗体底端
946,29
947,土壤中颗粒比表面面积，随着粒径本身的减小，这个表面积逐渐的增长，同时使得它的膨胀潜力、吸附性、持水性、塑性和粘性都在增长。
948,1.0 分
949,窗体顶端
950,
951,正确答案： √我的答案： √
952,窗体底端
953,30
954,美国的尼亚拉加大瀑布是世界上最大的瀑布。
955,1.0 分
956,窗体顶端
957,
958,正确答案： ×我的答案： ×
959,窗体底端
960,31
961,冰川的侵蚀作用表现为磨蚀作用和拔蚀作用。
962,1.0 分
963,窗体顶端
964,
965,正确答案： √我的答案： √
966,窗体底端
967,32
968,美国的全球定位系统有三大组成部分，包括了36颗空间卫星，地面监控和用户设备。
969,1.0 分
970,窗体顶端
971,
972,正确答案： ×我的答案： ×
973,窗体底端
974,33
975,世界地质公园一般是由代表世界性的某个机构来做这方面的工作，比如说UNISCO，即联合文教科文组织。
976,1.0 分
977,窗体顶端
978,
979,正确答案： √我的答案： √
980,窗体底端
981,34
982,美国科罗拉多大峡谷是全球七大自然奇观之一。
983,1.0 分
984,窗体顶端
985,
986,正确答案： √我的答案： √
987,窗体底端
988,35
989,地层单位包括：宇、界、系和统。
990,1.0 分
991,窗体顶端
992,
993,正确答案： √我的答案： √
994,窗体底端
995,36
996,自然保护区可以分为自然生态系统类、野生生物类以及古生物遗迹三大类别。
997,1.0 分
998,窗体顶端
999,
1000,正确答案： ×我的答案： ×
1001,窗体底端
1002,37
1003,改革开放之后，到90年代，中国自然保护区的规划工作才逐渐恢复，并且得到了迅速的发展。
1004,1.0 分
1005,窗体顶端
1006,
1007,正确答案： √我的答案： √
1008,窗体底端
1009,38
1010,地震造成的伤亡一定同它的震级成正比例关系，震级越高，地震造成的经济损失越大。
1011,0.0 分
1012,窗体顶端
1013,
1014,正确答案： ×我的答案： ×
1015,窗体底端
1016,39
1017,美国黄石公园是以保护自然生态和自然景观为目的而建立的。
1018,1.0 分
1019,窗体顶端
1020,
1021,正确答案： √我的答案： √
1022,窗体底端
1023,40
1024,自1982年我国开始设立风景名胜区以来，国家风景名胜区先后批准有5批，共计452个。
1025,1.0 分
1026,窗体顶端
1027,
1028,正确答案： ×我的答案： ×
1029,窗体底端
1030,41
1031,根据风景名胜区的规模，小型风景区的规模在20平方千米以下。
1032,1.0 分
1033,窗体顶端
1034,
1035,正确答案： √我的答案： √
1036,窗体底端
1037,42
1038,地球的内部圈层可以分为地壳、地幔和地核三部分。
1039,1.0 分
1040,窗体顶端
1041,
1042,正确答案： √我的答案： √
1043,窗体底端
1044,43
1045,对各国提名的遗产遗址的考察，主要是世界遗产委员会同世界自然保护联盟的专家进行。
1046,1.0 分
1047,窗体顶端
1048,
1049,正确答案： ×我的答案： ×
1050,窗体底端
1051,44
1052,火山喷发对于飞机飞行的影响仅仅是因为火山灰遮蔽了飞行员的视线。
1053,1.0 分
1054,窗体顶端
1055,
1056,正确答案： ×我的答案： ×
1057,窗体底端
1058,45
1059,黄土高原上分布的黄黏土是在比较松散的黄土物质的基础之上发育起来的土壤。
1060,1.0 分
1061,窗体顶端
1062,
1063,正确答案： √我的答案： √
1064,窗体底端
1065,46
1066,有一些区域，是从生物多样性入手，具有非常好的生物群落代表，或者是有濒危灭绝的生物，或者是有需要重点保护的动植物，往往被开辟成为自然保护区。
1067,1.0 分
1068,窗体顶端
1069,
1070,正确答案： √我的答案： √
1071,窗体底端
1072,47
1073,2009年，五台山成为世界文化景观的遗产。
1074,1.0 分
1075,窗体顶端
1076,
1077,正确答案： √我的答案： √
1078,窗体底端
1079,48
1080,塑造雅丹地貌的主要外力作用是流水侵蚀。
1081,1.0 分
1082,窗体顶端
1083,
1084,正确答案： ×我的答案： ×
1085,窗体底端
1086,49
1087,地形影响土壤的形成过程同母质、气候、水文因素的影响机制是一样的。
1088,1.0 分
1089,窗体顶端
1090,
1091,正确答案： ×我的答案： ×
1092,窗体底端
1093,50
1094,土壤质量评价分析性指标包括了土壤物理指标和土壤化学指标两大方面。
1095,1.0 分
1096,窗体顶端
1097,
1098,正确答案： ×我的答案： ×
1099,窗体底端
1100,           微信公众号：琢磨俗僧
1101,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
1102,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
1103,请发邮件至：cxeytk@foxmail.com
1104,
