,题目
115,建国以后，以下哪个时间段发生的巨大灾难最少？（）
116,1.0 分 
117,窗体顶端
118, 
119,A、 
120,1961-1970 
121, 
122,B、 
123,1971-1980 
124, 
125,C、 
126,1981-1990 
127, 
128,D、 
129,1991-2000 
130, 
131,窗体底端
132,正确答案： C 我的答案：C 
133,8 
134,磁量子数m的取值范围是（）。
135,1.0 分 
136,窗体顶端
137, 
138,A、 
139,1+2 
140, 
141,B、 
142,1+1 
143, 
144,C、 
145,21+1 
146, 
147,D、 
148,21-1 
149, 
150,窗体底端
151,正确答案： C 我的答案：C 
152,9 
153,1855年，是（）阐明了法拉第力线的意义，使其力线观念精确化、定量化。
154,1.0 分 
155,窗体顶端
156, 
157,A、 
158,威廉·汤姆森 
159, 
160,B、 
161,麦克斯韦 
162, 
163,C、 
164,吴健雄 
165, 
166,D、 
167,杨振宁 
168, 
169,窗体底端
170,正确答案： B 我的答案：B 
171,10 
172,卢瑟福著名的α粒子穿透金属箔试验中，α粒子穿透金属箔后的运动轨迹不包括（）。
173,1.0 分 
174,窗体顶端
175, 
176,A、 
177,立刻停止 
178, 
179,B、 
180,反射回来 
181, 
182,C、 
183,发生旋转 
184, 
185,D、 
186,直线运动 
187, 
188,窗体底端
189,正确答案： A 我的答案：A 
190,11 
191,在鲍林的原子轨道图中能级排序有错误的一项是（）。
192,1.0 分 
193,窗体顶端
194, 
195,A、 
196,1s、2s、2p 
197, 
198,B、 
199,2p、3s、3p 
200, 
201,C、 
202,3p、3d、4s 
203, 
204,D、 
205,3p、4s、3d 
206, 
207,窗体底端
208,正确答案： C 我的答案：C 
209,12 
210,中国月球探测的战略发展，有哪些方面？（）。
211,1.0 分 
212,窗体顶端
213, 
214,A、 
215,环球探测 
216, 
217,B、 
218,载人登月 
219, 
220,C、 
221,月球软着陆和巡视探测 
222, 
223,D、 
224,以上均是 
225, 
226,窗体底端
227,正确答案： D 我的答案：D 
228,13 
229,以下代表主量子数的参数是（）。
230,1.0 分 
231,窗体顶端
232, 
233,A、 
234,l 
235, 
236,B、 
237,n 
238, 
239,C、 
240,m 
241, 
242,D、 
243,ms 
244, 
245,窗体底端
246,正确答案： B 我的答案：B 
247,14 
248,第一个美国到英国的海底电话线是由（）主持建造的。
249,1.0 分 
250,窗体顶端
251, 
252,A、 
253,法拉第 
254, 
255,B、 
256,麦克斯韦 
257, 
258,C、 
259,威廉姆·汤姆森 
260, 
261,D、 
262,吴健雄 
263, 
264,窗体底端
265,正确答案： C 我的答案：C 
266,15 
267,我国嫦娥计划的整体要求不包括（）。
268,1.0 分 
269,窗体顶端
270, 
271,A、 
272,私密性 
273, 
274,B、 
275,综合性 
276, 
277,C、 
278,整体性 
279, 
280,D、 
281,全球性 
282, 
283,窗体底端
284,正确答案： A 我的答案：A 
285,16 
286,1954年-1957年中，关于弱作用力下的Ƭ衰变成多少个π？（）
287,1.0 分 
288,窗体顶端
289, 
290,A、 
291,1 
292, 
293,B、 
294,2 
295, 
296,C、 
297,3 
298, 
299,D、 
300,4 
301, 
302,窗体底端
303,正确答案： C 我的答案：C 
304,17 
305,建立迄今最为成功的原子结构模型-波动力学模型的是（）。
306,1.0 分 
307,窗体顶端
308, 
309,A、 
310,德布罗意 
311, 
312,B、 
313,爱因斯坦 
314, 
315,C、 
316,海森堡 
317, 
318,D、 
319,薛定谔 
320, 
321,窗体底端
322,正确答案： D 我的答案：D 
323,18 
324,建国以后，每年有（）次台风登陆。
325,1.0 分 
326,窗体顶端
327, 
328,A、 
329,5 
330, 
331,B、 
332,6 
333, 
334,C、 
335,7 
336, 
337,D、 
338,8 
339, 
340,窗体底端
341,正确答案： C 我的答案：C 
342,19 
343,原子角度分布图里面，在D轨道上的类型有（）。
344,0.0 分 
345,窗体顶端
346, 
347,A、 
348,5 
349, 
350,B、 
351,4 
352, 
353,C、 
354,3 
355, 
356,D、 
357,2 
358, 
359,窗体底端
360,正确答案： A 我的答案：B 
361,20 
362,大陆地震活动和地震预报国际学术研讨论会是由哪个国家提出的？（）
363,1.0 分 
364,窗体顶端
365, 
366,A、 
367,中国 
368, 
369,B、 
370,美国 
371, 
372,C、 
373,欧盟 
374, 
375,D、 
376,俄罗斯 
377, 
378,窗体底端
379,正确答案： A 我的答案：A 
380,21 
381,当主量子数相同时，离核较近的峰最多的是（）。
382,1.0 分 
383,窗体顶端
384, 
385,A、 
386,np 
387, 
388,B、 
389,nd 
390, 
391,C、 
392,ns 
393, 
394,D、 
395,nf 
396, 
397,窗体底端
398,正确答案： C 我的答案：C 
399,22 
400,1976年发生的唐山大地震达到了多少级？（）
401,1.0 分 
402,窗体顶端
403, 
404,A、 
405,7.5 
406, 
407,B、 
408,7.6 
409, 
410,C、 
411,7.7 
412, 
413,D、 
414,7.8 
415, 
416,窗体底端
417,正确答案： D 我的答案：D 
418,23 
419,光在水中的传播速度是（）。
420,1.0 分 
421,窗体顶端
422, 
423,A、 
424,2.25×10^8m/s 
425, 
426,B、 
427,2.25×10^9m/s 
428, 
429,C、 
430,2.25×10^10m/s 
431, 
432,D、 
433,2.25×10^11m/s 
434, 
435,窗体底端
436,正确答案： A 我的答案：A 
437,24 
438,十九世纪末，第一个基本粒子电子由（）首次发现。
439,1.0 分 
440,窗体顶端
441, 
442,A、 
443,杰瑟夫·约翰 
444, 
445,B、 
446,杨振宁 
447, 
448,C、 
449,吴健雄 
450, 
451,D、 
452,麦克斯韦 
453, 
454,窗体底端
455,正确答案： A 我的答案：A 
456,25 
457,当角量子数l=2的时候，电子运动的光谱符号是（）。
458,1.0 分 
459,窗体顶端
460, 
461,A、 
462,s 
463, 
464,B、 
465,d 
466, 
467,C、 
468,p 
469, 
470,D、 
471,f 
472, 
473,窗体底端
474,正确答案： B 我的答案：B 
475,26 
476,证明物理世界左右对称的方程式是以下哪一项？（）
477,1.0 分 
478,窗体顶端
479, 
480,A、 
481,爱因斯坦方程式 
482, 
483,B、 
484,牛顿方程式 
485, 
486,C、 
487,麦克斯韦方程式 
488, 
489,D、 
490,以上均是 
491, 
492,窗体底端
493,正确答案： D 我的答案：D 
494,27 
495,具有全充满，半充满，全空三种状态的电子排布，属于核外电子排布的什么原则？（）
496,1.0 分 
497,窗体顶端
498, 
499,A、 
500,泡利不相容原理 
501, 
502,B、 
503,洪特规则 
504, 
505,C、 
506,空间性原则 
507, 
508,D、 
509,能量最低原理 
510, 
511,窗体底端
512,正确答案： B 我的答案：B 
513,28 
514,下列哪一项是因为中微子的研究而获得诺贝尔物理学奖的？（）
515,1.0 分 
516,窗体顶端
517, 
518,A、 
519,1988年发现两种中微子 
520, 
521,B、 
522,1995年发现第三种中微子 
523, 
524,C、 
525,2002年证明三种中微子相互转变 
526, 
527,D、 
528,以上均是 
529, 
530,窗体底端
531,正确答案： D 我的答案：D 
532,29 
533,波函数的径向分布图中，能级为4的s段顶峰有几个？（）
534,1.0 分 
535,窗体顶端
536, 
537,A、 
538,1 
539, 
540,B、 
541,2 
542, 
543,C、 
544,3 
545, 
546,D、 
547,4 
548, 
549,窗体底端
550,正确答案： D 我的答案：D 
551,30 
552,2008年10月22日，哪个国家发射了月船1号?（）
553,1.0 分 
554,窗体顶端
555, 
556,A、 
557,美国 
558, 
559,B、 
560,中国 
561, 
562,C、 
563,印度 
564, 
565,D、 
566,德国 
567, 
568,窗体底端
569,正确答案： C 我的答案：C 
570,31 
571,月球的内部能力近于衰竭，月球的“地质时钟”大致在（）已经停滞。
572,1.0 分 
573,窗体顶端
574, 
575,A、 
576,29亿年之前 
577, 
578,B、 
579,30亿年之前 
580, 
581,C、 
582,31亿年之前 
583, 
584,D、 
585,32亿年之前 
586, 
587,窗体底端
588,正确答案： C 我的答案：C 
589,32 
590,根据量纲分析，人一般情况下走路的速度是多少？（）
591,1.0 分 
592,窗体顶端
593, 
594,A、 
595,1m/s 
596, 
597,B、 
598,2m/s 
599, 
600,C、 
601,3m/s 
602, 
603,D、 
604,4m/s 
605, 
606,窗体底端
607,正确答案： C 我的答案：C 
608,33 
609,提出电子具有波粒二象性假设的学者德布罗意来自（）。
610,1.0 分 
611,窗体顶端
612, 
613,A、 
614,德国 
615, 
616,B、 
617,美国 
618, 
619,C、 
620,法国 
621, 
622,D、 
623,波兰 
624, 
625,窗体底端
626,正确答案： C 我的答案：C 
627,34 
628,根据1900年以来中国五级以上地震分布图来看，发生地震频率最高的地区是（）。
629,1.0 分 
630,窗体顶端
631, 
632,A、 
633,四川 
634, 
635,B、 
636,云南 
637, 
638,C、 
639,新疆 
640, 
641,D、 
642,台湾 
643, 
644,窗体底端
645,正确答案： D 我的答案：D 
646,35 
647,吴健雄的宇称不守恒实验室是在（）的情况下进行的。
648,1.0 分 
649,窗体顶端
650, 
651,A、 
652,恒温 
653, 
654,B、 
655,高温 
656, 
657,C、 
658,低温 
659, 
660,D、 
661,变温 
662, 
663,窗体底端
664,正确答案： C 我的答案：C 
665,36 
666,大陆地震占全球地震比例是多少？（）
667,0.0 分 
668,窗体顶端
669, 
670,A、 
671,.15 
672, 
673,B、 
674,.05 
675, 
676,C、 
677,.1 
678, 
679,D、 
680,.8 
681, 
682,窗体底端
683,正确答案： C 我的答案：B 
684,37 
685,我国大陆地区一年大概发生七级地震的频率是多少次？（）
686,1.0 分 
687,窗体顶端
688, 
689,A、 
690,1 
691, 
692,B、 
693,2 
694, 
695,C、 
696,3 
697, 
698,D、 
699,4 
700, 
701,窗体底端
702,正确答案： B 我的答案：B 
703,38 
704,中国干旱灾难研究小组是由（）组织成立的。
705,1.0 分 
706,窗体顶端
707, 
708,A、 
709,联合国 
710, 
711,B、 
712,全球援救组织 
713, 
714,C、 
715,国际服务机构 
716, 
717,D、 
718,红十字国际委员 
719, 
720,窗体底端
721,正确答案： A 我的答案：A 
722,39 
723,首次把量子化的概念运用到化学上的人是（）。
724,1.0 分 
725,窗体顶端
726, 
727,A、 
728,卢瑟福 
729, 
730,B、 
731,波尔 
732, 
733,C、 
734,普朗克 
735, 
736,D、 
737,巴尔麦 
738, 
739,窗体底端
740,正确答案： B 我的答案：B 
741,40 
742,世界历史上首次预报成功七级以上大地震的国家是中国，具体是在哪一次地震中？（）
743,1.0 分 
744,窗体顶端
745, 
746,A、 
747,汶川大地震 
748, 
749,B、 
750,海城大地震 
751, 
752,C、 
753,唐山大地站 
754, 
755,D、 
756,关中大地震 
757, 
758,窗体底端
759,正确答案： B 我的答案：B 
760,41 
761,决定原子轨道或电子云在空间伸展方向的量子数是（）。
762,1.0 分 
763,窗体顶端
764, 
765,A、 
766,m 
767, 
768,B、 
769,n 
770, 
771,C、 
772,l 
773, 
774,D、 
775,ms 
776, 
777,窗体底端
778,正确答案： A 我的答案：A 
779,42 
780,原子核外电子排布的原则是（）。
781,1.0 分 
782,窗体顶端
783, 
784,A、 
785,能力最低原理 
786, 
787,B、 
788,泡利不相容原理 
789, 
790,C、 
791,洪特规则 
792, 
793,D、 
794,以上均是 
795, 
796,窗体底端
797,正确答案： D 我的答案：D 
798,43 
799,决定电子自旋状态的是以下哪一个量子数（）。
800,1.0 分 
801,窗体顶端
802, 
803,A、 
804,m 
805, 
806,B、 
807,n 
808, 
809,C、 
810,l 
811, 
812,D、 
813,ms 
814, 
815,窗体底端
816,正确答案： D 我的答案：D 
817,44 
818,建国初期，最先设立的防灾部门不包括以下哪一项？（）
819,1.0 分 
820,窗体顶端
821, 
822,A、 
823,气象部门 
824, 
825,B、 
826,水利部分 
827, 
828,C、 
829,台风部分 
830, 
831,D、 
832,农业部门 
833, 
834,窗体底端
835,正确答案： C 我的答案：C 
836,45 
837,量子力学的定义包括（）。
838,1.0 分 
839,窗体顶端
840, 
841,A、 
842,究微观粒子的运动规律的物理学分支学科 
843, 
844,B、 
845,提供粒子“似-粒”、“似-波”双重性及能量与物质相互作用的数学描述 
846, 
847,C、 
848,经典力学的主要区别在于：它研究原子和次原子等“量子领域”。 
849, 
850,D、 
851,以上均是 
852, 
853,窗体底端
854,正确答案： D 我的答案：D 
855,46 
856,重返月球计划的提出是有诸多因素被考虑的，其中不包括（）、
857,1.0 分 
858,窗体顶端
859, 
860,A、 
861,可以被建设成人类第二个家园 
862, 
863,B、 
864,丰富的矿产资源 
865, 
866,C、 
867,能源丰富 
868, 
869,D、 
870,重大的军事战略地位 
871, 
872,窗体底端
873,正确答案： A 我的答案：A 
874,47 
875,我国目前开展的地震工作有（）。
876,1.0 分 
877,窗体顶端
878, 
879,A、 
880,记录并利用地震波研究地下的地震过程 
881, 
882,B、 
883,在震区详细调查，研究地表断裂后的形态 
884, 
885,C、 
886,研究整个青藏高原和南北地震带的关系 
887, 
888,D、 
889,以上均是 
890, 
891,窗体底端
892,正确答案： D 我的答案：D 
893,48 
894,世界四大地震高原区，在中国境内的是（）。
895,1.0 分 
896,窗体顶端
897, 
898,A、 
899,伊朗高原 
900, 
901,B、 
902,阿尔卑斯山带 
903, 
904,C、 
905,蒙古高原 
906, 
907,D、 
908,落基山脉 
909, 
910,窗体底端
911,正确答案： C 我的答案：C 
912,49 
913,下列属于我国经济命脉地区的是（）。
914,1.0 分 
915,窗体顶端
916, 
917,A、 
918,新疆 
919, 
920,B、 
921,四川 
922, 
923,C、 
924,湖北 
925, 
926,D、 
927,广东 
928, 
929,窗体底端
930,正确答案： D 我的答案：D 
931,50 
932,根据鲍林的原子轨道能级图排列出的元素周期系里面，第四周期有多少个元素？（）
933,1.0 分 
934,窗体顶端
935, 
936,A、 
937,17 
938, 
939,B、 
940,18 
941, 
942,C、 
943,19 
944, 
945,D、 
946,20 
947, 
948,窗体底端
949,正确答案： B 我的答案：B 
950,1 
951,根据量纲分析可以得出，人在月球上走路的速度会变快。（）
952,1.0 分 
953,窗体顶端
954, 
955,正确答案： × 我的答案： × 
956,窗体底端
957,2 
958,1959年-1961年三年自然灾害死亡人数达到了百万以上。（）
959,1.0 分 
960,窗体顶端
961, 
962,正确答案： √ 我的答案： √ 
963,窗体底端
964,3 
965,在海城地区成功预测大地震的时候，动物异常行为的测量毫无作用。（）
966,1.0 分 
967,窗体顶端
968, 
969,正确答案： × 我的答案： × 
970,窗体底端
971,4 
972,海啸就是海洋的俯冲带和陆地带挤压，在由重力作用产生的一种自然灾害。（）
973,1.0 分 
974,窗体顶端
975, 
976,正确答案： √ 我的答案： √ 
977,窗体底端
978,5 
979,宇称不守恒实验室弱相互作用下的特殊形式。（）
980,1.0 分 
981,窗体顶端
982, 
983,正确答案： × 我的答案： × 
984,窗体底端
985,6 
986,声音在固体中传播的速度大概是在空气中的十倍。（）
987,1.0 分 
988,窗体顶端
989, 
990,正确答案： × 我的答案： × 
991,窗体底端
992,7 
993,角量子数l的取值范围只能小于主量子数n的数值。（）
994,1.0 分 
995,窗体顶端
996, 
997,正确答案： × 我的答案： × 
998,窗体底端
999,8 
1000,美洲地区的巨灾比较大，尤其是死亡人数比较多。（）
1001,1.0 分 
1002,窗体顶端
1003, 
1004,正确答案： × 我的答案： × 
1005,窗体底端
1006,9 
1007,声音是以直线传播的形式向前运动。（）
1008,1.0 分 
1009,窗体顶端
1010, 
1011,正确答案： × 我的答案： × 
1012,窗体底端
1013,10 
1014,电子的自旋状态包括正自旋和反自旋两种。（）
1015,1.0 分 
1016,窗体顶端
1017, 
1018,正确答案： √ 我的答案： √ 
1019,窗体底端
1020,11 
1021,现在运用于医疗的MRI是由布洛赫的NMR实验为基础的。（）
1022,1.0 分 
1023,窗体顶端
1024, 
1025,正确答案： √ 我的答案： √ 
1026,窗体底端
1027,12 
1028,我国八级地震发生的时间间隔大约是十五年。（）
1029,1.0 分 
1030,窗体顶端
1031, 
1032,正确答案： × 我的答案： × 
1033,窗体底端
1034,13 
1035,“宇称不守恒”把“对称观念”提升为基本理论物理的一个中心概念。（）
1036,1.0 分 
1037,窗体顶端
1038, 
1039,正确答案： √ 我的答案： √ 
1040,窗体底端
1041,14 
1042,联合国的《月球公约》表明，月球不能被殖民，但谁先开发谁先受益。（）
1043,1.0 分 
1044,窗体顶端
1045, 
1046,正确答案： √ 我的答案： √ 
1047,窗体底端
1048,15 
1049,中国目前最高智能的机器是月球探测器。（）
1050,0.0 分 
1051,窗体顶端
1052, 
1053,正确答案： × 我的答案： √ 
1054,窗体底端
1055,16 
1056,原子中的基本粒子包括电子和电子核，其中占主要质量的是电子。（）
1057,1.0 分 
1058,窗体顶端
1059, 
1060,正确答案： × 我的答案： × 
1061,窗体底端
1062,17 
1063,薛定谔方程实质上是一个二阶偏微分方程，解得的ψ是一个具体的数值。（）
1064,1.0 分 
1065,窗体顶端
1066, 
1067,正确答案： × 我的答案： × 
1068,窗体底端
1069,18 
1070,建国以后我国发生的巨灾多达21次。（）
1071,1.0 分 
1072,窗体顶端
1073, 
1074,正确答案： × 我的答案： × 
1075,窗体底端
1076,19 
1077,四川汶川大地震的震级达到了八级左右。（）
1078,1.0 分 
1079,窗体顶端
1080, 
1081,正确答案： √ 我的答案： √ 
1082,窗体底端
1083,20 
1084,海森堡的不确定原理表明能测量出电子准确的位置和准确的动量。（）
1085,1.0 分 
1086,窗体顶端
1087, 
1088,正确答案： × 我的答案： × 
1089,窗体底端
1090,21 
1091,“嫦娥三号”在设计轨道的时候最难的部分在于地月转移段。（）
1092,1.0 分 
1093,窗体顶端
1094, 
1095,正确答案： × 我的答案： × 
1096,窗体底端
1097,22 
1098,中国南北地震带发生地震的情况通常都是由南向北的趋势。（）
1099,1.0 分 
1100,窗体顶端
1101, 
1102,正确答案： √ 我的答案： √ 
1103,窗体底端
1104,23 
1105,热胀冷缩的特质并不是适用于世界上任何物质。（）
1106,1.0 分 
1107,窗体顶端
1108, 
1109,正确答案： √ 我的答案： √ 
1110,窗体底端
1111,24 
1112,杨振宁接受复旦大学荣誉博士的会议上做了名为“读书教学30年”的报告。（）
1113,1.0 分 
1114,窗体顶端
1115, 
1116,正确答案： × 我的答案： × 
1117,窗体底端
1118,25 
1119,《论物理力线》一文中提出的位移电流概念为我们建立起了普遍电磁波理论基础。（）
1120,1.0 分 
1121,窗体顶端
1122, 
1123,正确答案： √ 我的答案： √ 
1124,窗体底端
1125,26 
1126,波尔假说的成功之处，其中一点就是验证了里德堡公式的正确性。（）
1127,1.0 分 
1128,窗体顶端
1129, 
1130,正确答案： √ 我的答案： √ 
1131,窗体底端
1132,27 
1133,建国以前我国面临最大的自然灾害，也是造成伤亡人数最多的是洪涝灾害。（）
1134,1.0 分 
1135,窗体顶端
1136, 
1137,正确答案： √ 我的答案： √ 
1138,窗体底端
1139,28 
1140,科林原子轨道图比鲍林原子轨道图更加直观、易于掌握。（）
1141,1.0 分 
1142,窗体顶端
1143, 
1144,正确答案： × 我的答案： × 
1145,窗体底端
1146,29 
1147,嫦娥一号月球探测卫星在2007年10月从西昌升空。（）
1148,1.0 分 
1149,窗体顶端
1150, 
1151,正确答案： √ 我的答案： √ 
1152,窗体底端
1153,30 
1154,元素电负性的一般规律中，金属元素的电负性<2.0，非金属元素的电负性>2.0。（）
1155,1.0 分 
1156,窗体顶端
1157, 
1158,正确答案： √ 我的答案： √ 
1159,窗体底端
1160,31 
1161,电子能量只与主量子数n有关，n値越大，电子的能力越高。（）
1162,1.0 分 
1163,窗体顶端
1164, 
1165,正确答案： × 我的答案： × 
1166,窗体底端
1167,32 
1168,电子亲和能是元素非金属性的一种标度，元素的电子亲和能越大，非金属性越弱。（）
1169,1.0 分 
1170,窗体顶端
1171, 
1172,正确答案： × 我的答案： × 
1173,窗体底端
1174,33 
1175,月球的内部跟地球一样，从内到外包括月核、月幔、月壳三个部分。（）
1176,1.0 分 
1177,窗体顶端
1178, 
1179,正确答案： √ 我的答案： √ 
1180,窗体底端
1181,34 
1182,波函数的径向分布图表明核外电子是零散分布的。（）
1183,1.0 分 
1184,窗体顶端
1185, 
1186,正确答案： × 我的答案： × 
1187,窗体底端
1188,35 
1189,三个量子数n，l，m可以确定一个原子轨道。（）
1190,1.0 分 
1191,窗体顶端
1192, 
1193,正确答案： √ 我的答案： √ 
1194,窗体底端
1195,36 
1196,我国西南部位地震多发的原因归咎于印度板块向北移动，形成碰撞产生巨大能量。（）
1197,1.0 分 
1198,窗体顶端
1199, 
1200,正确答案： √ 我的答案： √ 
1201,窗体底端
1202,37 
1203,阿波罗载人登月引领了20世界60-70年代几乎全部高新技术发展和一大批新型工业群体的诞生和成长。（）
1204,1.0 分 
1205,窗体顶端
1206, 
1207,正确答案： √ 我的答案： √ 
1208,窗体底端
1209,38 
1210,海岭地震带主要分布在太平洋，印度洋和大西洋中脊附近。（）
1211,1.0 分 
1212,窗体顶端
1213, 
1214,正确答案： √ 我的答案： √ 
1215,窗体底端
1216,39 
1217,原子核外的电子运动的能量是一直持续产生的。（）
1218,1.0 分 
1219,窗体顶端
1220, 
1221,正确答案： × 我的答案： × 
1222,窗体底端
1223,40 
1224,根据张首晟的观点，在进行研究时要提出本真的问题而不是与初始条件有关的问题。（）
1225,1.0 分 
1226,窗体顶端
1227, 
1228,正确答案： √ 我的答案： √ 
1229,窗体底端
1230,41 
1231,月球上没有生物，但是有有机化合物。（）
1232,1.0 分 
1233,窗体顶端
1234, 
1235,正确答案： × 我的答案： × 
1236,窗体底端
1237,42 
1238,物理世界的左右对称现象有着很大的美的感召力。（）
1239,1.0 分 
1240,窗体顶端
1241, 
1242,正确答案： √ 我的答案： √ 
1243,窗体底端
1244,43 
1245,我国四个射电望远镜分别在上海、北京、昆明和兰州。（）
1246,1.0 分 
1247,窗体顶端
1248, 
1249,正确答案： × 我的答案： × 
1250,窗体底端
1251,44 
1252,应对地震灾害的时候，不需要对人口密集的经济发达的地区做重点保障。（）
1253,1.0 分 
1254,窗体顶端
1255, 
1256,正确答案： × 我的答案： × 
1257,窗体底端
1258,45 
1259,每个化学元素都有不同特征的现状光谱。（）
1260,1.0 分 
1261,窗体顶端
1262, 
1263,正确答案： √ 我的答案： √ 
1264,窗体底端
1265,46 
1266,"除真空外,光能通过的物质叫做(光)介质,光在介质中传播的速度小于在真空中传播的速度。（）"
1267,1.0 分 
1268,窗体顶端
1269, 
1270,正确答案： √ 我的答案： √ 
1271,窗体底端
1272,47 
1273,法拉第带领人类进入了电磁 通讯时代。（）
1274,1.0 分 
1275,窗体顶端
1276, 
1277,正确答案： × 我的答案： × 
1278,窗体底端
1279,48 
1280,在讲究减灾和防灾的情况下，首先应该从人的因素角度出发。（）
1281,1.0 分 
1282,窗体顶端
1283, 
1284,正确答案： √ 我的答案： √ 
1285,窗体底端
1286,49 
1287,从科学研究角度而言，研究地震最大的困难问题是震源问题。（）
1288,1.0 分 
1289,窗体顶端
1290, 
1291,正确答案： × 我的答案： × 
1292,窗体底端
1293,50 
1294,通过对原子的电子层进行分析，可以得知元素的主族和它的最高价电子数是相同的。（）
1295,1.0 分 
1296,窗体顶端
1297, 
1298,正确答案： √ 我的答案： √ 
1299,窗体底端
1300, 
1301,           微信公众号：琢磨俗僧
1302,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
1303,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
1304,请发邮件至：cxeytk@foxmail.com
1305,
