,题目
184,避免叙事单一，剧情枯燥
185,C、
186,增加看点
187,D、
188,增加影片的张力，吸引观众继续观看
189,正确答案： D 我的答案：D
190,20（）类在各微电影类型中所占比例最高。1.0 分
191,A、
192,广告
193,B、
194,纯艺术表达
195,C、
196,吐槽恶搞
197,D、
198,城市宣传片
199,正确答案： B 我的答案：B
200,21关于美国电影的奇观，下列说法中错误的是（）。1.0 分
201,A、
202,电影奇观必须遵循追逐和格斗的原则
203,B、
204,追逐是商业电影的重要元素
205,C、
206,格斗中，英雄人物一定不能被打
207,D、
208,格斗一定要合法合理
209,正确答案： C 我的答案：C
210,22交代情节，讲述故事一般使用（）。1.0 分
211,A、
212,特写
213,B、
214,全景
215,C、
216,近景
217,D、
218,中景
219,正确答案： D 我的答案：D
220,23关于平行蒙太奇的说法中，正确的是（）。1.0 分
221,A、
222,平行蒙太奇的两条故事线最后一定要有交叉点
223,B、
224,平行蒙太奇叙事节奏慢
225,C、
226,平行蒙太奇效果不如线性叙事效果好
227,D、
228,平行蒙太奇是一种结构剧情的方法
229,正确答案： D 我的答案：D
230,24纪录片选题标准不包括（）。1.0 分
231,A、
232,题材个性化
233,B、
234,内容可用画面来展示
235,C、
236,有故事性
237,D、
238,故事中的人物足够多
239,正确答案： D 我的答案：D
240,25电影排演的第一个阶段是（）。1.0 分
241,A、
242,排练厅的排演
243,B、
244,现场排演
245,C、
246,室外排演
247,D、
248,全体排演
249,正确答案： A 我的答案：A
250,26对镜头的定义理解错误的是（）。1.0 分
251,A、
252,摄影机的一开一关称为一个镜头
253,B、
254,两个剪辑点之间称为一个镜头
255,C、
256,连拍分用不是一个镜头
257,D、
258,停机再拍是一个镜头
259,正确答案： C 我的答案：C
260,27中景是（）的基础。1.0 分
261,A、
262,电影
263,B、
264,电视
265,C、
266,电影和电视
267,D、
268,摄影
269,正确答案： A 我的答案：A
270,28“毫无疑问，节奏是影片最基本的特征，同时也是微妙很少被研究过的特征”是（）的言论。0.0 分
271,A、
272,库布里克
273,B、
274,摩西纳克
275,C、
276,巴赞
277,D、
278,马尔丹
279,正确答案： D 我的答案：C
280,29文艺片节奏的延宕性是指（）。1.0 分
281,A、
282,文艺片节奏缓慢
283,B、
284,文艺片节奏拖沓
285,C、
286,文艺片节奏具有延续性
287,D、
288,文艺片节奏丰富
289,正确答案： C 我的答案：C
290,30面对害怕镜头的被拍摄者，应该如何处理？（）1.0 分
291,A、
292,照常拍摄
293,B、
294,更换拍摄对象
295,C、
296,隐藏摄影机拍摄
297,D、
298,事先准备台词
299,正确答案： C 我的答案：C
300,31半主观镜头是指（）。1.0 分
301,A、
302,从任意位置客观的展示一个对话或场景
303,B、
304,反映电影角色的主观视点
305,C、
306,旁听者的镜头
307,D、
308,通过主角视角展示客观场景
309,正确答案： C 我的答案：C
310,32电影节奏的功能不包括（）。0.0 分
311,A、
312,引发观众注意力
313,B、
314,影响观众情绪
315,C、
316,决定电影剧本的情节
317,D、
318,帮助观众理解剧情
319,正确答案： D 我的答案：C
320,33下列关于纪录片说法正确的是（）。1.0 分
321,A、
322,纪录片的内容要高于百姓生活
323,B、
324,纪录片制作要有国际视野
325,C、
326,纪录片的表达可借鉴使用国外的方式
327,D、
328,纪录片的拍摄要立足于本国观众的角度
329,正确答案： B 我的答案：B
330,34场面调度是指（）。1.0 分
331,A、
332,演员走位
333,B、
334,道具安排
335,C、
336,工作人员安排
337,D、
338,场景更换
339,正确答案： A 我的答案：A
340,35角色的体现方式不包括下列哪一项？（）1.0 分
341,A、
342,服装设计
343,B、
344,肢体动作
345,C、
346,语气语调
347,D、
348,台词设计
349,正确答案： D 我的答案：D
350,36下列关于非线性叙事的说法中，错误的是（）。1.0 分
351,A、
352,非线性叙事手法不按照故事的发展顺序来进行叙事
353,B、
354,非线性叙事故事讲述节奏慢
355,C、
356,非线性叙事方法有多种
357,D、
358,非线性叙事可以产生强烈的对比和寓意
359,正确答案： B 我的答案：B
360,37“纪录片是导演接水，能接到多少水”，这句话的意思是（）。1.0 分
361,A、
362,纪录片是靠导演来控制质量
363,B、
364,纪录片的质量由内容本身决定
365,C、
366,纪录片不可以有后期制作
367,D、
368,纪录片的题材需要导演来发掘
369,正确答案： B 我的答案：B
370,38下列关于纪录片拍摄中的问题说法错误的是（）。1.0 分
371,A、
372,拍摄时可以不考虑白平衡和色温的影响
373,B、
374,可使用拉皮尺练习目测焦点距离，继而避免拍摄时焦点不准，图像模糊
375,C、
376,用光时注意避免画面曝光不足和曝光过度
377,D、
378,电影拍摄是团队工作，要事先做好工作分配和安排
379,正确答案： A 我的答案：A
380,39技术掌握是给（）做的排演。1.0 分
381,A、
382,摄影
383,B、
384,美术
385,C、
386,灯光
387,D、
388,以上都是
389,正确答案： D 我的答案：D
390,40关于微电影创作说法正确的是（）。1.0 分
391,A、
392,故事发展要详尽，逐渐进入高潮
393,B、
394,情节要多做渲染和铺垫
395,C、
396,细节要有感染力
397,D、
398,微电影不需要使用蒙太奇手法
399,正确答案： C 我的答案：C
400,41（）是创作的源泉。1.0 分
401,A、
402,生活
403,B、
404,艺术
405,C、
406,灵感
407,D、
408,想象
409,正确答案： A 我的答案：A
410,42不对称构图通过（）来平衡画面。0.0 分
411,A、
412,人物视线
413,B、
414,背景
415,C、
416,光线
417,D、
418,构图比例
419,正确答案： A 我的答案：B
420,43微电影为什么不能有仪式表达？（）1.0 分
421,A、
422,微电影篇幅太短
423,B、
424,微电影的主题没有那么宏大
425,C、
426,微电影多为小制作
427,D、
428,仪式表达成本高
429,正确答案： A 我的答案：A
430,44为什么剧本要符合导演的创作风格？（）0.0 分
431,A、
432,导演由于个人生活积累的原因，不是所有题材的电影都能拍。
433,B、
434,节约拍摄时间。
435,C、
436,减少拍摄成本。
437,D、
438,尊重导演的艺术追求。
439,正确答案： A 我的答案：D
440,45演员创造角色的第一个阶段是（）。1.0 分
441,A、
442,影响角色
443,B、
444,体验角色
445,C、
446,体现角色
447,D、
448,认识角色
449,正确答案： D 我的答案：D
450,46镜头的运动是为了（）。1.0 分
451,A、
452,展现更多内容
453,B、
454,交代情节
455,C、
456,表现画面关系
457,D、
458,以上都是
459,正确答案： D 我的答案：D
460,47关于剧本人物的说法，错误的是（）。0.0 分
461,A、
462,人物一定要性格化
463,B、
464,人物刻画要走向极端
465,C、
466,人物刻画可以使剧本取胜
467,D、
468,现代剧本人物刻画要简单化
469,正确答案： D 我的答案：B
470,48关于微电影的说法错误的是（）。1.0 分
471,A、
472,适合移动状态和短时间休闲状态下观看
473,B、
474,制作成本低
475,C、
476,商业需求刺激微电影发展
477,D、
478,微电影制作简单，不需要完整的策划和制作体系
479,正确答案： D 我的答案：D
480,49表演中的动作包括心理动作、语言动作和（）。1.0 分
481,A、
482,表演动作
483,B、
484,舞蹈动作
485,C、
486,形体动作
487,D、
488,表情动作
489,正确答案： C 我的答案：C
490,50关于现代剪辑的说法中正确的是（）。0.0 分
491,A、
492,现代剪辑是碎片式的
493,B、
494,现代剪辑是板块式的
495,C、
496,现代剪辑有故事没有情节
497,D、
498,以上都是
499,正确答案： D 我的答案：B
500,二、 判断题（题数：50，共 50.0 分）
501,1电影镜头可以通过现场随意拍摄，通过后期剪辑达到理想效果，不需要提前构思。（）1.0 分
502,正确答案： × 我的答案： ×
503,2纪录片内容不能重复。（）1.0 分
504,正确答案： √ 我的答案： √
505,3演员不需要与摄影机的运动方式进行配合，只需要完成表演即可。（）1.0 分
506,正确答案： × 我的答案： ×
507,4对称是中国特有的审美标准。（）1.0 分
508,正确答案： × 我的答案： ×
509,5电影是删节的艺术。（）1.0 分
510,正确答案： √ 我的答案： √
511,6由于现代电影技术的发展，在剪辑中，可以大量使用电脑技巧进行画面剪辑。（）1.0 分
512,正确答案： × 我的答案： ×
513,7过去中国电影中的人物只讲共性，不讲个性。（）1.0 分
514,正确答案： √ 我的答案： √
515,8只有获得较高艺术成就的导演才能称为大导演。（）1.0 分
516,正确答案： × 我的答案： ×
517,9纪录片的选题既要感动自己，也要能感动观众。（）1.0 分
518,正确答案： √ 我的答案： √
519,10戏剧光效可以不讲究光源的真实性。（）1.0 分
520,正确答案： √ 我的答案： √
521,11主光、轮廓光、修饰光这三种光必不可少。（）1.0 分
522,正确答案： × 我的答案： ×
523,12纪录片内容不能重复。（）1.0 分
524,正确答案： √ 我的答案： √
525,13过去中国电影中的人物只讲共性，不讲个性。（）1.0 分
526,正确答案： √ 我的答案： √
527,14纵深调度可增加空间立体感。（）1.0 分
528,正确答案： √ 我的答案： √
529,15客观镜头是指第三者或旁观者的镜头。（）0.0 分
530,正确答案： × 我的答案： √
531,16专题片的选题可以从平凡事件中找到不平凡。（）1.0 分
532,正确答案： √ 我的答案： √
533,17只有获得较高艺术成就的导演才能称为大导演。（）1.0 分
534,正确答案： × 我的答案： ×
535,18好的剧本要贴近生活，给人以启迪。（）1.0 分
536,正确答案： √ 我的答案： √
537,19微电影中的人物数量不限，可多可少。（）0.0 分
538,正确答案： × 我的答案： √
539,20摄影师要一切听从导演的安排。（）1.0 分
540,正确答案： × 我的答案： ×
541,21空镜头的剪辑原则是动接静或者静接动。（）1.0 分
542,正确答案： × 我的答案： ×
543,22使用长镜头的优点是保持了演员表演的连贯性，避免后期剪辑出现差错。（）1.0 分
544,正确答案： × 我的答案： ×
545,23讽刺性的台词也是潜台词的一种。（）1.0 分
546,正确答案： √ 我的答案： √
547,24调度图可用来帮助导演进行场面调度。（）1.0 分
548,正确答案： √ 我的答案： √
549,25节奏是一种影响观众情绪的手段。（）1.0 分
550,正确答案： √ 我的答案： √
551,26两级镜头是指全景和特写。（）1.0 分
552,正确答案： √ 我的答案： √
553,27文艺片的节奏一定要慢。（）1.0 分
554,正确答案： × 我的答案： ×
555,28回忆蒙太奇就是倒叙蒙太奇。（）1.0 分
556,正确答案： × 我的答案： ×
557,29有最好的光，最好的角度和最生动的表情，人人都可以很上镜。（）1.0 分
558,正确答案： √ 我的答案： √
559,30镝灯的色温是5000K。（）0.0 分
560,正确答案： × 我的答案： √
561,31希区柯克是世界著名电影悬念大师。（）1.0 分
562,正确答案： √ 我的答案： √
563,32微电影具有一般电影的美学特质。（）1.0 分
564,正确答案： √ 我的答案： √
565,33好的纪录片不仅要选题好，还要故事讲得好。（）1.0 分
566,正确答案： √ 我的答案： √
567,34一个故事里一定有情节。（）1.0 分
568,正确答案： × 我的答案： ×
569,35关系镜头指的是展现人物之间关系的镜头。（）0.0 分
570,正确答案： × 我的答案： √
571,36演员可以用自己现实生活中的经历来演绎角色的情感。（）0.0 分
572,正确答案： × 我的答案： √
573,37电影从产生之初就与广告密不可分。（）0.0 分
574,正确答案： √ 我的答案： ×
575,38在实践中，长镜头的拍摄过程一定不能中断。（）1.0 分
576,正确答案： × 我的答案： ×
577,39纵深调度可增加空间立体感。（）1.0 分
578,正确答案： √ 我的答案： √
579,40纪录片不是指导人家如何拍，而是记录生活。（）1.0 分
580,正确答案： √ 我的答案： √
581,41交叉蒙太奇是一种剪辑方法。（）0.0 分
582,正确答案： √ 我的答案： ×
583,42纪录片不是指导人家如何拍，而是记录生活。（）1.0 分
584,正确答案： √ 我的答案： √
585,43主光和副光的比例是1:1。（）1.0 分
586,正确答案： × 我的答案： ×
587,44中央电视台制作的大型纪录片构成了多维视野的国家形象。（）1.0 分
588,正确答案： √ 我的答案： √
589,45戏剧必须要有矛盾冲突。（）0.0 分
590,正确答案： √ 我的答案： ×
591,46纪录片拍摄前要写好拍摄提纲。（）1.0 分
592,正确答案： √ 我的答案： √
593,47警匪片中，追捕者和逃跑者的运动方向不需要一致，只需要追捕者或逃跑者自身的运动方向保持一致。（）0.0 分
594,正确答案： × 我的答案： √
595,48中景是指拍摄到成人演员腰部以上的画面。（）1.0 分
596,正确答案： × 我的答案： ×
597,49中景是指拍摄到成人演员腰部以上的画面。（）1.0 分
598,正确答案： × 我的答案： ×
599,50不同拍摄细节组合在一起，可以产生节奏。（）1.0 分
600,正确答案： √ 我的答案： √
601,           微信公众号：琢磨俗僧
602,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
603,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
604,请发邮件至：cxeytk@foxmail.com
605,
