,题目
121,9 
122,Which was not the reason why the West against Communism?( )
123,1.0 分 
124,窗体顶端
125,
126,A、 
127,The communist countries only has one political system. 
128,B、 
129,The economy in communist countries is state-owned. 
130,C、 
131,The communist countries are against religion. 
132,D、 
133,The communist countries have nuclear weapons. 
134,窗体底端
135,正确答案： D 我的答案：D 
136,10 
137,"In 2013, the population of China is about ( ) more than that of America."
138,1.0 分 
139,窗体顶端
140,
141,A、 
142,3 times 
143,B、 
144,4 times 
145,C、 
146,5 times 
147,D、 
148,6 times 
149,窗体底端
150,正确答案： B 我的答案：B 
151,11 
152,The Britain founded ( ) colonies along the East Coast in America.
153,1.0 分 
154,窗体顶端
155,
156,A、 
157,11 
158,B、 
159,12 
160,C、 
161,13 
162,D、 
163,14 
164,窗体底端
165,正确答案： C 我的答案：C 
166,12 
167,The GFC Recession started in ( ).
168,0.0 分 
169,窗体顶端
170,
171,A、 
172,the USA 
173,B、 
174,the UK 
175,C、 
176,Japan 
177,D、 
178,France 
179,窗体底端
180,正确答案： A 我的答案：B 
181,13 
182,1 kilogram is ( ) pounds. 
183,1.0 分 
184,窗体顶端
185,
186,A、 
187,0.6 
188,B、 
189,1.7 
190,C、 
191,2.1 
192,D、 
193,2.2 
194,窗体底端
195,正确答案： D 我的答案：D 
196,14 
197,The terrorists Hijacked ( ) planes.
198,1.0 分 
199,窗体顶端
200,
201,A、 
202,4 
203,B、 
204,5 
205,C、 
206,6 
207,D、 
208,7 
209,窗体底端
210,正确答案： A 我的答案：A 
211,15 
212,The Panama Canal was built by a ( ) consortium.
213,0.0 分 
214,窗体顶端
215,
216,A、 
217,America 
218,B、 
219,Italy 
220,C、 
221,Britain 
222,D、 
223,France 
224,窗体底端
225,正确答案： D 我的答案：A 
226,16 
227,Which one of following is not an American company?( )
228,1.0 分 
229,窗体顶端
230,
231,A、 
232,Google 
233,B、 
234,CocaCola 
235,C、 
236,Facebook 
237,D、 
238,Airbus 
239,窗体底端
240,正确答案： D 我的答案：D 
241,17 
242,Which one is wrong about the American political system?( )
243,0.0 分 
244,窗体顶端
245,
246,A、 
247,The government is small. 
248,B、 
249,Leaders are educated. 
250,C、 
251,There are many traditions. 
252,D、 
253,The society is classless. 
254,窗体底端
255,正确答案： C 我的答案：A 
256,18 
257,45 is belong to ( ) at the stages in a person's life.
258,0.0 分 
259,窗体顶端
260,
261,A、 
262,Young adult 
263,B、 
264,Middle age 
265,C、 
266,Mature 
267,D、 
268,Senior 
269,窗体底端
270,正确答案： B 我的答案：C 
271,19 
272,"According to the 2008 ARIS, ( ) of American follow Christianity."
273,1.0 分 
274,窗体顶端
275,
276,A、 
277,76% 
278,B、 
279,70% 
280,C、 
281,51% 
282,D、 
283,40% 
284,窗体底端
285,正确答案： A 我的答案：A 
286,20 
287,"In American countries, ( ) has the highest homicide rate."
288,1.0 分 
289,窗体顶端
290,
291,A、 
292,USA 
293,B、 
294,Brazil 
295,C、 
296,Jamaica 
297,D、 
298,Honduras 
299,窗体底端
300,正确答案： D 我的答案：D 
301,21 
302,When was Harvard University established?( )
303,1.0 分 
304,窗体顶端
305,
306,A、 
307,1560 
308,B、 
309,1620 
310,C、 
311,1636 
312,D、 
313,1639 
314,窗体底端
315,正确答案： C 我的答案：C 
316,22 
317,Why is Yellowstone National Park important?( )
318,1.0 分 
319,窗体顶端
320,
321,A、 
322,Because it is the first national park in the world. 
323,B、 
324,Because it is in America. 
325,C、 
326,Because it is the biggest national park in America. 
327,D、 
328,Because it is the first national park in America. 
329,窗体底端
330,正确答案： A 我的答案：A 
331,23 
332,Which one of following is wrong about the GFC Recession? ( )
333,1.0 分 
334,窗体顶端
335,
336,A、 
337,Banks stopped lending. 
338,B、 
339,Companies cut jobs. 
340,C、 
341,Stock market crashed. 
342,D、 
343,People got more job opportunity. 
344,窗体底端
345,正确答案： D 我的答案：D 
346,24 
347,Recession is ( ) of negative GDP growth.
348,0.0 分 
349,窗体顶端
350,
351,A、 
352,1 quarter 
353,B、 
354,2 quarters 
355,C、 
356,3 quarters 
357,D、 
358,4 quarters 
359,窗体底端
360,正确答案： D 我的答案：B 
361,25 
362,Why did the French consortium gave up to build the canal?( )
363,1.0 分 
364,窗体顶端
365,
366,A、 
367,Because it was too expensive. 
368,B、 
369,Because many people died. 
370,C、 
371,Because the topography in Panama was difficult to build a canal. 
372,D、 
373,Because the American government decided to buld it by themselves. 
374,窗体底端
375,正确答案： C 我的答案：C 
376,26 
377,( ) was the state with the highest crime rate in America.
378,1.0 分 
379,窗体顶端
380,
381,A、 
382,Florida 
383,B、 
384,Texas 
385,C、 
386,New York 
387,D、 
388,Georgia 
389,窗体底端
390,正确答案： A 我的答案：A 
391,27 
392,Texas was the ( ) state of America.
393,1.0 分 
394,窗体顶端
395,
396,A、 
397,26th 
398,B、 
399,27th 
400,C、 
401,28th 
402,D、 
403,29th 
404,窗体底端
405,正确答案： C 我的答案：C 
406,28 
407,The leader of catholic church is called ( )
408,1.0 分 
409,窗体顶端
410,
411,A、 
412,Priest 
413,B、 
414,Pastor 
415,C、 
416,Disciple 
417,D、 
418,Pope 
419,窗体底端
420,正确答案： D 我的答案：D 
421,29 
422,( ) was elected as the chairman of the Constitutional Convention.
423,1.0 分 
424,窗体顶端
425,
426,A、 
427,Abraham Lincoln 
428,B、 
429,George Washington 
430,C、 
431,Benjamin Franklin 
432,D、 
433,Alexander Hamilton 
434,窗体底端
435,正确答案： B 我的答案：B 
436,30 
437,"In the format of western names,which name is put first?( )"
438,1.0 分 
439,窗体顶端
440,
441,A、 
442,Family name 
443,B、 
444,Last name 
445,C、 
446,Surname 
447,D、 
448,First name 
449,窗体底端
450,正确答案： D 我的答案：D 
451,31 
452,Which one is wrong about the American agriculture?( )
453,1.0 分 
454,窗体顶端
455,
456,A、 
457,Large family farms are much more productive. 
458,B、 
459,"In 2000, farm jobs are very few in America. "
460,C、 
461,Most income of farm households is from non-farm sources. 
462,D、 
463,"In America, all farmers have jobs in cities. "
464,窗体底端
465,正确答案： D 我的答案：D 
466,32 
467,The cause of the GFC Recession in 2007 was ( ).
468,0.0 分 
469,窗体顶端
470,
471,A、 
472,Stock bubble burst 
473,B、 
474,Property bubble burst 
475,C、 
476,Dotcom bubble burst 
477,D、 
478,Asset price bubble burst 
479,窗体底端
480,正确答案： B 我的答案：A 
481,33 
482,Bill is the short version of ( ).
483,1.0 分 
484,窗体顶端
485,
486,A、 
487,William 
488,B、 
489,Steven 
490,C、 
491,Robert 
492,D、 
493,Richard 
494,窗体底端
495,正确答案： A 我的答案：A 
496,34 
497,Which country of following is not constitutional monarchy?( )
498,1.0 分 
499,窗体顶端
500,
501,A、 
502,UK 
503,B、 
504,Japan 
505,C、 
506,Spain 
507,D、 
508,USA 
509,窗体底端
510,正确答案： D 我的答案：D 
511,35 
512,The biggest religion by followers is ( ).
513,1.0 分 
514,窗体顶端
515,
516,A、 
517,Islam 
518,B、 
519,Hinduism 
520,C、 
521,Christianity 
522,D、 
523,Buddhism 
524,窗体底端
525,正确答案： C 我的答案：C 
526,36 
527,Which is right about American college?( )
528,1.0 分 
529,窗体顶端
530,
531,A、 
532,Many American college students have part time jobs. 
533,B、 
534,There is only one chance to do college entrance exam. 
535,C、 
536,There are many classed even at night. 
537,D、 
538,Friends and classmates will help you to study. 
539,窗体底端
540,正确答案： A 我的答案：A 
541,37 
542,( ) was the state with the highest crime rate in America.
543,1.0 分 
544,窗体顶端
545,
546,A、 
547,Florida 
548,B、 
549,Texas 
550,C、 
551,New York 
552,D、 
553,Georgia 
554,窗体底端
555,正确答案： A 我的答案：A 
556,38 
557,The USA purchased Florida from ( ).
558,1.0 分 
559,窗体顶端
560,
561,A、 
562,Spain 
563,B、 
564,the UK 
565,C、 
566,France 
567,D、 
568,Italy 
569,窗体底端
570,正确答案： A 我的答案：A 
571,39 
572,Which statement about western marriage is wrong?( )
573,1.0 分 
574,窗体顶端
575,
576,A、 
577,"There are two kinds of wedding, civil ceremony or church wedding. "
578,B、 
579,"Almost all couples are “naked marriages"". "
580,C、 
581,Divorce rate in western countries is high. 
582,D、 
583,Woman must take husband's family name. 
584,窗体底端
585,正确答案： D 我的答案：D 
586,40 
587,"In total, there are ( ) Chinese won the Nobel Prize. "
588,0.0 分 
589,窗体顶端
590,
591,A、 
592,5 
593,B、 
594,6 
595,C、 
596,7 
597,D、 
598,8 
599,窗体底端
600,正确答案： C 我的答案：D 
601,41 
602,"In 1778, ( ) signed Treaty of Alliance with America. "
603,1.0 分 
604,窗体顶端
605,
606,A、 
607,Spain 
608,B、 
609,Holland 
610,C、 
611,France 
612,D、 
613,Britain 
614,窗体底端
615,正确答案： C 我的答案：C 
616,42 
617,"To buy a handgun, you must be ( ) years old."
618,1.0 分 
619,窗体顶端
620,
621,A、 
622,18 
623,B、 
624,19 
625,C、 
626,20 
627,D、 
628,21 
629,窗体底端
630,正确答案： D 我的答案：D 
631,43 
632,"In China, the life expectancy is ( ) years. "
633,1.0 分 
634,窗体顶端
635,
636,A、 
637,70 
638,B、 
639,72 
640,C、 
641,75 
642,D、 
643,79 
644,窗体底端
645,正确答案： C 我的答案：C 
646,44 
647,There were ( ) Chief Justice in the Supreme Court.
648,1.0 分 
649,窗体顶端
650,
651,A、 
652,1 
653,B、 
654,3 
655,C、 
656,8 
657,D、 
658,9 
659,窗体底端
660,正确答案： A 我的答案：A 
661,45 
662,The Democratic Party is also called ( ).
663,1.0 分 
664,窗体顶端
665,
666,A、 
667,Enlightened Party 
668,B、 
669,Judicial Party 
670,C、 
671,Conservative Party 
672,D、 
673,Liberal Party 
674,窗体底端
675,正确答案： D 我的答案：D 
676,46 
677,Which one of following is wrong about Abraham Lincoln?( )
678,1.0 分 
679,窗体顶端
680,
681,A、 
682,He was the 16th president of America. 
683,B、 
684,He was killed in 1865 when the Civil War was just finished. 
685,C、 
686,He was a businessman and then became politician. 
687,D、 
688,He was born in a poor farm family. 
689,窗体底端
690,正确答案： C 我的答案：C 
691,47 
692,Which one is wrong about Thomas Edison?( )
693,1.0 分 
694,窗体顶端
695,
696,A、 
697,He was educated in school. 
698,B、 
699,His first job is telegraph operator. 
700,C、 
701,He had many patents. 
702,D、 
703,He invented electric light bulb. 
704,窗体底端
705,正确答案： A 我的答案：A 
706,48 
707,Which statement of following is wrong?( )
708,1.0 分 
709,窗体顶端
710,
711,A、 
712,"There were many cold conflicts in the cold war, such as weapon competition and spying. "
713,B、 
714,Germany reunited in 1990. 
715,C、 
716,The USSR was dissolved in 1990. 
717,D、 
718,"After the USSR dissovled, 15 new countries were created. "
719,窗体底端
720,正确答案： C 我的答案：C 
721,49 
722,The Super Bowl is usually held ( ). 
723,1.0 分 
724,窗体顶端
725,
726,A、 
727,AT the end of January 
728,B、 
729,In March 
730,C、 
731,In May 
732,D、 
733,In November 
734,窗体底端
735,正确答案： A 我的答案：A 
736,50 
737,Which is the largest states by population?( )
738,1.0 分 
739,窗体顶端
740,
741,A、 
742,Texas 
743,B、 
744,New York 
745,C、 
746,California 
747,D、 
748,Florida 
749,窗体底端
750,正确答案： C 我的答案：C 
751,二、 判断题（题数：50，共 50.0 分） 
752,1 
753,"In America, government wants to involve in religion, but the religious people reject them.( )"
754,1.0 分 
755,窗体顶端
756,
757,正确答案： × 我的答案： × 
758,窗体底端
759,2 
760,Agnostic is 100% certain that there is no god.( )
761,1.0 分 
762,窗体顶端
763,
764,正确答案： × 我的答案： × 
765,窗体底端
766,3 
767,The first telephone line was built in 1877.( )
768,1.0 分 
769,窗体顶端
770,
771,正确答案： √ 我的答案： √ 
772,窗体底端
773,4 
774,"In western countries, eye contact is important.( )"
775,1.0 分 
776,窗体顶端
777,
778,正确答案： √ 我的答案： √ 
779,窗体底端
780,5 
781,People in western countries all love guns.( ) 
782,1.0 分 
783,窗体顶端
784,
785,正确答案： × 我的答案： × 
786,窗体底端
787,6 
788,New York Stock Exchange is the world's second largest stock exchange.( )
789,0.0 分 
790,窗体顶端
791,
792,正确答案： × 我的答案： √ 
793,窗体底端
794,7 
795,"""Tiger Woods"" is the real name of Woods.( )"
796,1.0 分 
797,窗体顶端
798,
799,正确答案： × 我的答案： × 
800,窗体底端
801,8 
802,The membership of the Democratic Party is hard.( )
803,1.0 分 
804,窗体顶端
805,
806,正确答案： × 我的答案： × 
807,窗体底端
808,9 
809,"In America, president can not veto legislation.( )"
810,1.0 分 
811,窗体顶端
812,
813,正确答案： × 我的答案： × 
814,窗体底端
815,10 
816,Each State has the same Constitution.( )
817,1.0 分 
818,窗体顶端
819,
820,正确答案： × 我的答案： × 
821,窗体底端
822,11 
823,"In western countries, people always say thank you to other people.( )"
824,1.0 分 
825,窗体顶端
826,
827,正确答案： × 我的答案： × 
828,窗体底端
829,12 
830,Everyone in America and China can read and write.( )
831,1.0 分 
832,窗体顶端
833,
834,正确答案： × 我的答案： × 
835,窗体底端
836,13 
837,Most island of Australia is dessert.( )
838,0.0 分 
839,窗体顶端
840,
841,正确答案： √ 我的答案： × 
842,窗体底端
843,14 
844,"Because many West Germans fled to the East, the West Germany government built the Berlin Wall.( )"
845,1.0 分 
846,窗体顶端
847,
848,正确答案： × 我的答案： × 
849,窗体底端
850,15 
851,The violent crime rate delines when the incarceration rate increases.( )
852,1.0 分 
853,窗体顶端
854,
855,正确答案： √ 我的答案： √ 
856,窗体底端
857,16 
858,"In America, government wants to involve in religion, but the religious people reject them.( )"
859,0.0 分 
860,窗体顶端
861,
862,正确答案： × 我的答案： √ 
863,窗体底端
864,17 
865,"In the Civil War, the North was weak, and the South was strong.( )"
866,0.0 分 
867,窗体顶端
868,
869,正确答案： × 我的答案： √ 
870,窗体底端
871,18 
872,The Constituional Convention was held in Philadelphia.( )  
873,0.0 分 
874,窗体顶端
875,
876,正确答案： √ 我的答案： × 
877,窗体底端
878,19 
879,"The largest city in Alaska is Anchorage, which is also the capital city.( )"
880,0.0 分 
881,窗体顶端
882,
883,正确答案： × 我的答案： √ 
884,窗体底端
885,20 
886,"Originally, the Christians were called Catholics.( )"
887,1.0 分 
888,窗体顶端
889,
890,正确答案： √ 我的答案： √ 
891,窗体底端
892,21 
893,The total area of China is bigger than America.( )
894,1.0 分 
895,窗体顶端
896,
897,正确答案： × 我的答案： × 
898,窗体底端
899,22 
900,Modern weapons were used in the Civil War.( )
901,1.0 分 
902,窗体顶端
903,
904,正确答案： √ 我的答案： √ 
905,窗体底端
906,23 
907,A senator and a representative can only be elected for two times.( )
908,1.0 分 
909,窗体顶端
910,
911,正确答案： × 我的答案： × 
912,窗体底端
913,24 
914,Bargaining is common in western countries.( )
915,1.0 分 
916,窗体顶端
917,
918,正确答案： × 我的答案： × 
919,窗体底端
920,25 
921,The Declaration of Independence was made in 1775.( )
922,0.0 分 
923,窗体顶端
924,
925,正确答案： × 我的答案： √ 
926,窗体底端
927,26 
928,There is only one given name in western name.( )
929,1.0 分 
930,窗体顶端
931,
932,正确答案： × 我的答案： × 
933,窗体底端
934,27 
935,Both American and Chinese governments have significant direct involvement in the economy.( )
936,1.0 分 
937,窗体顶端
938,
939,正确答案： × 我的答案： × 
940,窗体底端
941,28 
942,Agnostic is 100% certain that there is no god.( )
943,1.0 分 
944,窗体顶端
945,
946,正确答案： × 我的答案： × 
947,窗体底端
948,29 
949,"In America, it's hard to enter college, but easy to graduate.( )"
950,1.0 分 
951,窗体顶端
952,
953,正确答案： × 我的答案： × 
954,窗体底端
955,30 
956,Christopher Columbus did 5 voyages between 1492 and 1503.( )
957,0.0 分 
958,窗体顶端
959,
960,正确答案： × 我的答案： √ 
961,窗体底端
962,31 
963,"During the War of Independence, Benedict Arnold sold military secrets to France.( )"
964,0.0 分 
965,窗体顶端
966,
967,正确答案： × 我的答案： √ 
968,窗体底端
969,32 
970,"Over the lasr few years, guns are becoming more and more popular in America.( )"
971,0.0 分 
972,窗体顶端
973,
974,正确答案： × 我的答案： √ 
975,窗体底端
976,33 
977,"Over the lasr few years, guns are becoming more and more popular in America.( )"
978,0.0 分 
979,窗体顶端
980,
981,正确答案： × 我的答案： √ 
982,窗体底端
983,34 
984,There are no catholics in China.( )
985,1.0 分 
986,窗体顶端
987,
988,正确答案： × 我的答案： × 
989,窗体底端
990,35 
991,"In America, voting is compulsory.( ) "
992,1.0 分 
993,窗体顶端
994,
995,正确答案： × 我的答案： × 
996,窗体底端
997,36 
998,American president can be elected for 3 terms.( )
999,1.0 分 
1000,窗体顶端
1001,
1002,正确答案： × 我的答案： × 
1003,窗体底端
1004,37 
1005,"Because the northern America is cold, James Naismith invented basketball which is a good sport for winter.( )"
1006,1.0 分 
1007,窗体顶端
1008,
1009,正确答案： √ 我的答案： √ 
1010,窗体底端
1011,38 
1012,British people migrated to America with the ship called Mayflower in 1620.( )
1013,1.0 分 
1014,窗体顶端
1015,
1016,正确答案： √ 我的答案： √ 
1017,窗体底端
1018,39 
1019,Senators are elected for 5 year.( )
1020,1.0 分 
1021,窗体顶端
1022,
1023,正确答案： × 我的答案： × 
1024,窗体底端
1025,40 
1026,Kobe Bryant is amateur basketball player.( )
1027,0.0 分 
1028,窗体顶端
1029,
1030,正确答案： × 我的答案： √ 
1031,窗体底端
1032,41 
1033,Many western students go on a gap year after finishing high school.( )
1034,1.0 分 
1035,窗体顶端
1036,
1037,正确答案： √ 我的答案： √ 
1038,窗体底端
1039,42 
1040,"In western culture, wedding rings are worn on right hand.( )"
1041,1.0 分 
1042,窗体顶端
1043,
1044,正确答案： × 我的答案： × 
1045,窗体底端
1046,43 
1047,The Great Depression only happened in America.( )
1048,1.0 分 
1049,窗体顶端
1050,
1051,正确答案： × 我的答案： × 
1052,窗体底端
1053,44 
1054,"The Pew Global Attitudes Project shows that rich countries have stronger belief in religion, but the poor countries have lower belief in religion.( )"
1055,0.0 分 
1056,窗体顶端
1057,
1058,正确答案： × 我的答案： √ 
1059,窗体底端
1060,45 
1061,The Communist Party in the USA is not legal.( )
1062,1.0 分 
1063,窗体顶端
1064,
1065,正确答案： × 我的答案： × 
1066,窗体底端
1067,46 
1068,2014 AD means 2014 Before the Birth of Jesus Christ.( )
1069,1.0 分 
1070,窗体顶端
1071,
1072,正确答案： × 我的答案： × 
1073,窗体底端
1074,47 
1075,Warren Buffett was born in a rich family.( )
1076,1.0 分 
1077,窗体顶端
1078,
1079,正确答案： × 我的答案： × 
1080,窗体底端
1081,48 
1082,"In 2008, most of America agriculture imports were from China.( )"
1083,0.0 分 
1084,窗体顶端
1085,
1086,正确答案： × 我的答案： √ 
1087,窗体底端
1088,49 
1089,"Because the northern America is cold, James Naismith invented basketball which is a good sport for winter.( )"
1090,1.0 分 
1091,窗体顶端
1092,
1093,正确答案： √ 我的答案： √ 
1094,窗体底端
1095,50 
1096,The American Consitituion is only 4 pages.( )
1097,0.0 分 
1098,窗体顶端
1099,
1100,正确答案： √ 我的答案： 
1101,窗体底端
1102, 
1103,           微信公众号：琢磨俗僧
1104,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
1105,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
1106,请发邮件至：cxeytk@foxmail.com
1107,
