,题目
223,我的答案：A
224,29西非的阿波美王国始建于下面哪一年？（）
225,窗体顶端
226,A、公元1605年
227,B、公元1615年
228,C、公元1625年
229,D、公元1635年
230,窗体底端
231,我的答案：C
232,30下面哪一个国家的德罗特霍尔姆宫于1991年被列入《世界遗产名录》？（）
233,窗体顶端
234,A、荷兰
235,B、瑞典
236,C、挪威
237,D、意大利
238,窗体底端
239,我的答案：B
240,31联合国文化遗产的分类不包括下面哪一个？（）
241,窗体顶端
242,A、小型有形文化遗产
243,B、大型有形文化遗产
244,C、物质文化遗产
245,D、自然及文化遗产
246,窗体底端
247,我的答案：C
248,32荷兰拥有（）个世界文化遗产。
249,窗体顶端
250,A、5
251,B、6
252,C、7
253,D、8
254,窗体底端
255,我的答案：C
256,33我国《文物法》中的大政方针不包括下面哪一个？（）
257,窗体顶端
258,A、保护为主
259,B、抢救为辅
260,C、合理利用
261,D、加强管理
262,窗体底端
263,我的答案：B
264,34巴黎起源于下面哪一条河流？（）
265,窗体顶端
266,A、卢瓦尔河
267,B、罗纳河
268,C、尼罗河
269,D、塞纳河
270,窗体底端
271,我的答案：D
272,35拉里贝拉的岩洞教堂被称为世界第（）大遗迹。
273,窗体顶端
274,A、六
275,B、七
276,C、八
277,D、九
278,窗体底端
279,我的答案：C
280,36河姆渡文化遗址位于下面哪一个地区？（）
281,窗体顶端
282,A、江苏
283,B、安徽
284,C、浙江
285,D、湖南
286,窗体底端
287,我的答案：C
288,37澳大利亚皇家展览馆完工于下面哪一年？（）
289,窗体顶端
290,A、1860年
291,B、1870年
292,C、1880年
293,D、1890年
294,窗体底端
295,我的答案：C
296,38下面哪一个不是枕河人家的建筑特点？（）
297,窗体顶端
298,A、临水筑建
299,B、色彩浓艳
300,C、砖木结构
301,D、院落组合
302,窗体底端
303,我的答案：B
304,39下面哪一个是韩国的国花？（）
305,窗体顶端
306,A、玫瑰
307,B、牡丹
308,C、木槿
309,D、梅花
310,窗体底端
311,我的答案：C
312,40民国政府于1949年在（）颁布《都市计划法》
313,窗体顶端
314,A、天津
315,B、北京
316,C、上海
317,D、台湾
318,窗体底端
319,我的答案：D
320,41下面哪一个不是日本文化遗产管理的组织建制？（）
321,窗体顶端
322,A、中央政府职能
323,B、地方政府职能
324,C、咨询机构职能
325,D、民众组织职能
326,窗体底端
327,我的答案：D
328,42联合国教科文组织的简称是下面哪一个？（）
329,窗体顶端
330,A、UDESDO
331,B、UNESCO
332,C、UDESEO
333,D、UMESCO
334,窗体底端
335,我的答案：B
336,43下面哪一个不是中世纪时期建筑物的特色？（）
337,窗体顶端
338,A、高尖塔
339,B、高圆塔
340,C、尖形拱门
341,D、窄长的彩色玻璃窗
342,窗体底端
343,我的答案：B
344,44科纳拉克太阳神庙是下面哪一个国家的大庙？（）
345,窗体顶端
346,A、印尼
347,B、埃及
348,C、印度
349,D、伊朗
350,窗体底端
351,我的答案：C
352,45《马尔罗法》又被称为（）。
353,窗体顶端
354,A《历史街区保护法》
355,B、《文物保护法》
356,C、《遗产保护法》
357,D、《文物财产保护法》
358,窗体底端
359,我的答案：A
360,46下面哪一个不是越南顺化市的古迹？（）
361,窗体顶端
362,A、天姥寺塔
363,B、万年渡口
364,C、灵光寺
365,D、未名湖
366,窗体底端
367,我的答案：D
368,47下面哪一个属于物质文化遗产？（）
369,窗体顶端
370,A、古庙
371,B、语言
372,C、宗教
373,D、礼仪
374,窗体底端
375,我的答案：A
376,48英国皇家植物园于（）年被列入《世界遗产名录》。
377,窗体顶端
378,A、2003年
379,B、2004年
380,C、2005年
381,D、2006年
382,窗体底端
383,我的答案：A
384,49世界自然保护联盟成立于下面哪一年？（）
385,窗体顶端
386,A、1945年
387,B、1946年
388,C、1947年
389,D、1948年
390,窗体底端
391,我的答案：D
392,50师俭堂的建筑本体特色不包括下面哪一方面？（）
393,窗体顶端
394,A、色彩浓艳
395,B、院落布局
396,C、建筑形态
397,D、装饰陈列
398,窗体底端
399,我的答案：A
400,
401,1海印寺的整部大藏经前后由30多人书写完成，统一用欧阳询书体。（）
402,我的答案：√
403,2位于日本广岛的和平纪念碑是第一次原子弹轰炸后当地仅存的建筑物。（）
404,3科尔多瓦里市位于西班牙。（）
405,4澳门作为一个特区，其组织结构、管理模式与大陆完全一致。（）
406,5美国是世界上历史悠久的共和立宪制国家。（）
407,6民间社团组织阻碍了英国文化遗产保护工作的进程。（）
408,7科洛塞竞技场就是罗马斗兽场。（）
409,8现存的师俭堂重建于1864年。（）
410,9斯特鲁维测量地点以跨国遗产的身份申报世界遗产并获得成功。（）
411,10威廉·斯蒂克利是英国最早开始对文化遗产关注的人。（）
412,11历史上各时代珍贵的艺术品、工艺美术品都属于建筑类文化遗产的范畴。（）
413,12考古学证明非洲人最早创造并发展了光辉灿烂的古文明。（）
414,13江南小镇的自然条件良好，经济不发达但人文底蕴深厚。（）
415,14抬梁式是中国古代建筑木构架的一种主要形式。（）
416,15建筑遗产巨人约翰·罗斯金于1849年出版了著作《建筑的七盏明灯》。（）
417,16香港的第三级建筑物指的是具若干价值，必须予以保存的建筑物。（）
418,171900年通过的《马德里大会建议》中规定将建筑纪念物分为死的和活的两类。（）
419,18沧浪亭于2002年被列入《世界遗产名录》。（）
420,19仰韶文化是黄河中下游地区重要的新时期时代文化。（）
421,20埃特鲁里亚文明出现在公元前8世纪的罗马。（）
422,21亚洲是“亚细亚洲”的简称，意思是东方日出的地方。（）
423,22泰姬陵是世界上完美艺术的典范，全部由大理石建成。（）
424,23伊斯坦布尔建立于公元前667年，历史上作为贸易、政治及宗教中心。（）
425,24《保护世界文化遗产公约》缔结于1974年。（）
426,25香港大学成立于1911年，下设10个学院。（）
427,26师俭堂是典型的传统商住空间。（）
428,27第一届历史纪念物建筑师及技师国际会议于1931年在雅典召开。（）
429,28香港分为九龙、新界、大屿山和本岛四部分。（）
430,29印尼的科迪勒拉山于1995年被列入世界遗产名录。（）
431,30英国皇家植物园园内有现代的植物博物馆、标本室、图书馆和实验室等。（）
432,31法国的沃邦防御工事包括13个防御建筑及设施群落。（）
433,32石库门仅在上海地区的老房子中存在。（）
434,33澳大利亚是一个地大物博、人口稀少、资源丰富的国家。（）
435,34英国于1973年1月加入欧共体。（）
436,35美国独立厅是举世闻名的文化遗址，它宣告着美国独立。（）
437,36中国文物保护工作在文革期间处于停滞、倒退阶段。（）
438,37南亚是世界上四大文明发祥地之一，恒河印度河流域早在5000年前便出现一些繁荣的城市。（）
439,38《各国保护文化及自然遗产建议案》简称《世界遗产公约》。（）
440,39泰山是中国艺术家和学者的精神源泉，是古代文明和信仰的象征。（）
441,40圣彼得堡是世界上古典建筑保存利用最好的国家之一。（）
442,41《中华人民共和国文物保护法》确立了“文化历史名城”的概念。（）
443,42威尼斯水城修建于公元425年。（）
444,43北京故宫是国内收藏文物最丰富的博物馆，也是世界著名的当代文化艺术博物馆。（）
445,44凡尔赛宫宫殿是简约主义风格的建筑。（）
446,45凡尔赛宫及其园林是法国的29项世界遗产之一。（）
447,46朝鲜海印寺是世界上保存最完整的早期佛教印经版。（）
448,47凡尔赛宫于17世纪下半叶成为全世界瞩目的政治中心。（）
449,48黄石国家公园拥有全世界一多半的地热特征地形。（）
450,49挪威的伯尼尔古城建在阿尔河环绕的山丘之上。（）
451,50抗日战争期间的“破四旧”、“打砸抢”致使许多大型历史建筑和珍贵古迹遭到严重破坏。（）
452,我的答案：X
453,
454,
455,
456,           微信公众号：琢磨俗僧
457,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
458,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
459,请发邮件至：cxeytk@foxmail.com
460,
