,题目
276,有的律师是共产党员 
277, 
278,B、 
279,有的律师是非共产党员 
280, 
281,C、 
282,所有的律师都是共产党员 
283, 
284,D、 
285,所有的律师都不是共产党员 
286, 
287,窗体底端
288,我的答案：B 
289,17 
290,鲁迅的小说不是一天能读完的，故乡是鲁迅的小说，所以故乡不是一天能读完的。是犯了（）的错误。
291,1.0 分 
292,窗体顶端
293,A、 
294,四概念 
295, 
296,B、 
297,五词项 
298, 
299,C、 
300,六词项 
301, 
302,D、 
303,七概念 
304, 
305,窗体底端
306,我的答案：A 
307,18 
308,排中律用公式可以表示为什么？
309,1.0 分 
310,窗体顶端
311,A、 
312,A或者非A 
313, 
314,B、 
315,A不是非A 
316, 
317,C、 
318,A或者B 
319, 
320,D、 
321,A且非A 
322, 
323,窗体底端
324,我的答案：A 
325,19 
326,人一年最多的辐射量是多少？
327,1.0 分 
328,窗体顶端
329,A、 
330,1微西弗 
331, 
332,B、 
333,10微西弗 
334, 
335,C、 
336,1毫西弗 
337, 
338,D、 
339,10毫西弗 
340, 
341,窗体底端
342,我的答案：D 
343,20 
344,要使归纳结果更加科学，我们应该（）看待问题
345,1.0 分 
346,窗体顶端
347,A、 
348,片面 
349, 
350,B、 
351,自己观点 
352, 
353,C、 
354,全面 
355, 
356,D、 
357,个人经验 
358, 
359,窗体底端
360,我的答案：C 
361,21 
362,“四概念”的偷换是把什么混淆了？
363,1.0 分 
364,窗体顶端
365,A、 
366,因果关系 
367, 
368,B、 
369,主项和谓项 
370, 
371,C、 
372,整体、集合与类 
373, 
374,D、 
375,常项和变项 
376, 
377,窗体底端
378,我的答案：C 
379,22 
380,要进行推理，首先要进行什么？
381,1.0 分 
382,窗体顶端
383,A、 
384,因果分析 
385, 
386,B、 
387,假设 
388, 
389,C、 
390,逻辑演绎 
391, 
392,D、 
393,做出判断 
394, 
395,窗体底端
396,我的答案：D 
397,23 
398,A国人口一百万，B国人口一千万，A国B国部分地区爆发非典疫情
399,1.0 分 
400,窗体顶端
401,A、 
402,A国一万人感染，B国两万人感染说明B国疫情更严重 
403, 
404,B、 
405,疫情由A国蔓延到B国，说明A国疫情更严重 
406, 
407,C、 
408,B国有一百名医生感染疫情死亡，A国没有医生感染疫情死亡，说明A国医疗条件更好 
409, 
410,D、 
411,以上选项都不对 
412, 
413,窗体底端
414,我的答案：D 
415,24 
416,我们看待问题应该以（）的眼光
417,1.0 分 
418,窗体顶端
419,A、 
420,片面 
421, 
422,B、 
423,怀疑 
424, 
425,C、 
426,主观感受 
427, 
428,D、 
429,个人意愿 
430, 
431,窗体底端
432,我的答案：B 
433,25 
434,必要条件它是根据（）来推理的
435,1.0 分 
436,窗体顶端
437,A、 
438,负命题 
439, 
440,B、 
441,联言命题 
442, 
443,C、 
444,充分条件的假言命题 
445, 
446,D、 
447,必要条件的假言命题 
448, 
449,窗体底端
450,我的答案：D 
451,26 
452,目前思维能力的考试，在国际上主要有哪些？
453,1.0 分 
454,窗体顶端
455,A、 
456,"GMAT ,LAST ,GCT "
457, 
458,B、 
459,"GRE , GMAT ,LSAT "
460, 
461,C、 
462,"GRE , MPACC ,GCT "
463, 
464,D、 
465,"MBA , GMAT ,GCT "
466, 
467,窗体底端
468,我的答案：B 
469,27 
470,雷鸣和闪电是一种什么关系
471,1.0 分 
472,窗体顶端
473,A、 
474,递进关系 
475, 
476,B、 
477,因果关系 
478, 
479,C、 
480,不想关 
481, 
482,D、 
483,伴随关系 
484, 
485,窗体底端
486,我的答案：D 
487,28 
488,对于上帝存在现在往往用什么方法来证明？
489,1.0 分 
490,窗体顶端
491,A、 
492,演绎法 
493, 
494,B、 
495,假设法 
496, 
497,C、 
498,托马斯归纳法 
499, 
500,D、 
501,反证法 
502, 
503,窗体底端
504,我的答案：C 
505,29 
506,“张三会弹钢琴 并且会弹吉他。”以下那个不能反驳这句话
507,1.0 分 
508,窗体顶端
509,A、 
510,张三既不会钢琴，也不会吉他。 
511, 
512,B、 
513,张三会钢琴但不会吉他。 
514, 
515,C、 
516,张三会小提琴。 
517, 
518,D、 
519,张三会吉他但不会钢琴。 
520, 
521,窗体底端
522,我的答案：C 
523,30 
524,盖洛普做了多少人的调查，就得出了罗斯福将当选总统的预测结果？
525,1.0 分 
526,窗体顶端
527,A、 
528,1万 
529, 
530,B、 
531,5万 
532, 
533,C、 
534,50万 
535, 
536,D、 
537,100万 
538, 
539,窗体底端
540,我的答案：B 
541,31 
542,逻辑这门学科最终的落脚点是什么？
543,1.0 分 
544,窗体顶端
545,A、 
546,矛盾律 
547, 
548,B、 
549,三段论 
550, 
551,C、 
552,统一性 
553, 
554,D、 
555,论证 
556, 
557,窗体底端
558,我的答案：D 
559,32 
560,盖洛普公司是全球500强做（）的公司
561,1.0 分 
562,窗体顶端
563,A、 
564,互联网 
565, 
566,B、 
567,航空 
568, 
569,C、 
570,生产 
571, 
572,D、 
573,统计 
574, 
575,窗体底端
576,我的答案：D 
577,33 
578,参加某学术研讨会的60名学者中，亚裔学者31人，博士33人，非亚裔学者无博士学位4人，那么参加此次研讨会亚裔博士多少人？
579,1.0 分 
580,窗体顶端
581,A、 
582,1 
583, 
584,B、 
585,2 
586, 
587,C、 
588,4 
589, 
590,D、 
591,8 
592, 
593,窗体底端
594,我的答案：D 
595,34 
596,易位推理从本质上说来说它相当于（）
597,1.0 分 
598,窗体顶端
599,A、 
600,充分条件假言推理的否定后件式 
601, 
602,B、 
603,充分条件假言推理的肯定后件式 
604, 
605,C、 
606,必要条件假言命题否定后件式 
607, 
608,D、 
609,必要条件假言命题肯定后件式 
610, 
611,窗体底端
612,我的答案：A 
613,35 
614,严格悖论是由哪一个学派提出的？
615,1.0 分 
616,窗体顶端
617,A、 
618,毕达哥拉斯学派 
619, 
620,B、 
621,麦加拉学派 
622, 
623,C、 
624,欧几里德学派 
625, 
626,D、 
627,苏美尔学派 
628, 
629,窗体底端
630,我的答案：B 
631,36 
632,充分条件推理是根据充分条件命题的（）进行的推理。
633,1.0 分 
634,窗体顶端
635,A、 
636,长短 
637, 
638,B、 
639,性质 
640, 
641,C、 
642,特征 
643, 
644,D、 
645,含义 
646, 
647,窗体底端
648,我的答案：B 
649,37 
650,以下哪种关系是不相容关系
651,1.0 分 
652,窗体顶端
653,A、 
654,真包含 
655, 
656,B、 
657,真包含于 
658, 
659,C、 
660,交成 
661, 
662,D、 
663,全异 
664, 
665,窗体底端
666,我的答案：D 
667,38 
668,一桩投毒谋杀案，所用毒药或者是毒鼠强，或者是乐果，二者至少其一，这是（）命题
669,0.0 分 
670,窗体顶端
671,A、 
672,联言命题 
673, 
674,B、 
675,相容选言命题 
676, 
677,C、 
678,不相容选言命题 
679, 
680,D、 
681,假言命题 
682, 
683,窗体底端
684,我的答案：D 
685,39 
686,张华是甲班学生，对围棋感兴趣。该班学生或者对国际象棋感兴趣，或者对军棋感兴趣；如果对围棋感兴趣，则对军棋不感兴趣。因此，张华对中国象棋感兴趣。以下哪项最可能是上述论证的假设？
687,1.0 分 
688,窗体顶端
689,A、 
690,如果对国际象棋感兴趣则对中国象棋感兴趣 
691, 
692,B、 
693,甲班对国际象棋感兴趣的学生都对中国象棋感兴趣 
694, 
695,C、 
696,围棋和中国象棋比军棋更具挑战性 
697, 
698,D、 
699,甲班所有学生对中国象棋感兴趣 
700, 
701,窗体底端
702,我的答案：B 
703,40 
704,从句子的角度看，两个什么样的前提是推不出结论的？
705,1.0 分 
706,窗体顶端
707,A、 
708,都是肯定 
709, 
710,B、 
711,一个肯定一个否定 
712, 
713,C、 
714,无论什么前提都能推出结论 
715, 
716,D、 
717,都是否定 
718, 
719,窗体底端
720,我的答案：D 
721,41 
722,如果“只要有足够的勇气和智慧，就没有办不成的事”是真的，那么以下推理哪个一定为真？
723,1.0 分 
724,窗体顶端
725,A、 
726,如果有事办不成，说明既缺乏足够的勇气，又缺乏足够的智慧 
727, 
728,B、 
729,如果有事办不成，就说明缺乏足够的勇气或者缺乏足够的智慧 
730, 
731,C、 
732,如果没有办不成的事，说明至少有足够的勇气 
733, 
734,D、 
735,如果缺乏足够的勇气和智慧，就有事办不成 
736, 
737,窗体底端
738,我的答案：B 
739,42 
740,排中律的根本作用是什么？
741,1.0 分 
742,窗体顶端
743,A、 
744,保证思想的统一性 
745, 
746,B、 
747,保证命题的正确性 
748, 
749,C、 
750,保证思想的明确性 
751, 
752,D、 
753,保证概念的唯一性 
754, 
755,窗体底端
756,我的答案：C 
757,43 
758,反驳以反驳对方的（）为主
759,1.0 分 
760,窗体顶端
761,A、 
762,论据 
763, 
764,B、 
765,论证过程 
766, 
767,C、 
768,论点 
769, 
770,D、 
771,价值取向 
772, 
773,窗体底端
774,我的答案：C 
775,44 
776,矛盾论是谁创造的？
777,1.0 分 
778,窗体顶端
779,A、 
780,笛卡尔 
781, 
782,B、 
783,托马斯 
784, 
785,C、 
786,莱布尼茨 
787, 
788,D、 
789,安特尔穆 
790, 
791,窗体底端
792,我的答案：C 
793,45 
794,在港台人们把逻辑的基本规律叫做（）
795,1.0 分 
796,窗体顶端
797,A、 
798,逻辑之道 
799, 
800,B、 
801,逻辑的规律 
802, 
803,C、 
804,语言规律 
805, 
806,D、 
807,逻辑的根本大法 
808, 
809,窗体底端
810,我的答案：D 
811,46 
812,关于阿凡提的故事中的二难推理其实是一种什么推理？
813,1.0 分 
814,窗体顶端
815,A、 
816,充分条件推理 
817, 
818,B、 
819,演绎推理 
820, 
821,C、 
822,否定推理 
823, 
824,D、 
825,归结性推理 
826, 
827,窗体底端
828,我的答案：D 
829,47 
830,在三段论推理中，前提有一个否定，结论就是（）
831,1.0 分 
832,窗体顶端
833,A、 
834,肯定 
835, 
836,B、 
837,否定 
838, 
839,C、 
840,真 
841, 
842,D、 
843,假 
844, 
845,窗体底端
846,我的答案：B 
847,48 
848,“卖国者都不是爱国者”这句话的主谓项的周延性是怎样的？
849,1.0 分 
850,窗体顶端
851,A、 
852,主项周延，谓项不周延 
853, 
854,B、 
855,主项不周延，谓项周延 
856, 
857,C、 
858,主谓项都周延 
859, 
860,D、 
861,主谓都不周延 
862, 
863,窗体底端
864,我的答案：C 
865,49 
866,三段论的第（）格被称为反驳格
867,1.0 分 
868,窗体顶端
869,A、 
870,三 
871, 
872,B、 
873,二 
874, 
875,C、 
876,四 
877, 
878,D、 
879,一 
880, 
881,窗体底端
882,我的答案：A 
883,50 
884,充足理由律的逻辑要求是什么？
885,1.0 分 
886,窗体顶端
887,A、 
888,理由为真即可 
889, 
890,B、 
891,理由和推断之间有必然联系即可 
892, 
893,C、 
894,有理由存在即可 
895, 
896,D、 
897,理由必须真实，理由和推断之间要有必然联系 
898, 
899,窗体底端
900,我的答案：D 
901,1 
902,矛盾就是两句话之间不同真也不同假
903,1.0 分 
904,窗体顶端
905,我的答案： √ 
906,窗体底端
907,2 
908,三段论就是由两个前提导出一个结论
909,1.0 分 
910,窗体顶端
911,我的答案： √ 
912,窗体底端
913,3 
914,对于题干中有转折关系，例如但是什么，那么题干的重点就是但是后面的部分。
915,1.0 分 
916,窗体顶端
917,我的答案： √ 
918,窗体底端
919,4 
920,解释型试题无关的选项也可以解释
921,1.0 分 
922,窗体顶端
923,我的答案： × 
924,窗体底端
925,5 
926,认为充足理由律不是逻辑学基本规律是因为他仅仅是论证的逻辑要求，不是其他思维形式的必然要求。
927,1.0 分 
928,窗体顶端
929,我的答案： √ 
930,窗体底端
931,6 
932,多重复合的推理形式都是建立在基本复合命题和他们的基本推理的基础上的。
933,1.0 分 
934,窗体顶端
935,我的答案： √ 
936,窗体底端
937,7 
938,三段论中，两个否定前提或者两个特称前提，它的结论也可以推出来
939,1.0 分 
940,窗体顶端
941,我的答案： × 
942,窗体底端
943,8 
944,“p并且q，非p或者非q”是矛盾问题中三大矛盾之一。
945,1.0 分 
946,窗体顶端
947,我的答案： × 
948,窗体底端
949,9 
950,枚举归纳属于一种经验归纳。
951,1.0 分 
952,窗体顶端
953,我的答案： √ 
954,窗体底端
955,10 
956,聪明的人一定是有智慧的人，逻辑能力强的人
957,1.0 分 
958,窗体顶端
959,我的答案： × 
960,窗体底端
961,11 
962,证明是一种理性思维的活动
963,1.0 分 
964,窗体顶端
965,我的答案： √ 
966,窗体底端
967,12 
968,根据充足理由率，如果理由和推断之间没有必然联系，就会犯“推不出”的逻辑错误。
969,1.0 分 
970,窗体顶端
971,我的答案： √ 
972,窗体底端
973,13 
974,简单破坏式在日常生活中不存在。
975,1.0 分 
976,窗体顶端
977,我的答案： × 
978,窗体底端
979,14 
980,客观世界不存在矛盾
981,1.0 分 
982,窗体顶端
983,我的答案： × 
984,窗体底端
985,15 
986,直击一角法就是指出选言前提虚假从而驳斥二难推理的方法。
987,1.0 分 
988,窗体顶端
989,我的答案： × 
990,窗体底端
991,16 
992,只是根据两现象间在时间前后相继，就能做出它们具有因果联系的结论。
993,1.0 分 
994,窗体顶端
995,我的答案： × 
996,窗体底端
997,17 
998,“什么是逻辑？”与“逻辑是什么？”这两个问题没区别是一样的。
999,1.0 分 
1000,窗体顶端
1001,我的答案： × 
1002,窗体底端
1003,18 
1004,矛盾的三步法：发现矛盾最重要、绕开矛盾不可少、矛盾之外推理妙
1005,1.0 分 
1006,窗体顶端
1007,我的答案： √ 
1008,窗体底端
1009,19 
1010,证明，就是用一个或几个已知为真的命题去确定另一个命题的真实性的思维过程。
1011,1.0 分 
1012,窗体顶端
1013,我的答案： √ 
1014,窗体底端
1015,20 
1016,矛盾律用公式表达就是：A不是非A。
1017,1.0 分 
1018,窗体顶端
1019,我的答案： √ 
1020,窗体底端
1021,21 
1022,论据不足属于推不出
1023,1.0 分 
1024,窗体顶端
1025,我的答案： √ 
1026,窗体底端
1027,22 
1028,充分条件的逆否推理就是当否定一个充分条件的后件之后，也一定要否定它的前件
1029,1.0 分 
1030,窗体顶端
1031,我的答案： √ 
1032,窗体底端
1033,23 
1034,我思故我在是莱布尼茨哲学理论的一个定律
1035,1.0 分 
1036,窗体顶端
1037,我的答案： × 
1038,窗体底端
1039,24 
1040,言语理解在推理中是最简单的一种，不需要类表和计算。
1041,1.0 分 
1042,窗体顶端
1043,我的答案： × 
1044,窗体底端
1045,25 
1046,一个正确三段论中项至少要周延一次。
1047,1.0 分 
1048,窗体顶端
1049,我的答案： √ 
1050,窗体底端
1051,26 
1052,单纯用归纳进行的证明就是归纳证明
1053,1.0 分 
1054,窗体顶端
1055,我的答案： √ 
1056,窗体底端
1057,27 
1058,张三是小偷中的“张三”周延
1059,1.0 分 
1060,窗体顶端
1061,我的答案： √ 
1062,窗体底端
1063,28 
1064,法国和俄罗斯都是鼓励生育的国家。
1065,1.0 分 
1066,窗体顶端
1067,我的答案： √ 
1068,窗体底端
1069,29 
1070,判断真假是看其是否与客观实际相吻合。
1071,1.0 分 
1072,窗体顶端
1073,我的答案： √ 
1074,窗体底端
1075,30 
1076,负命题就是否定命题
1077,1.0 分 
1078,窗体顶端
1079,我的答案： × 
1080,窗体底端
1081,31 
1082,动脉健康不等于身体就健康
1083,1.0 分 
1084,窗体顶端
1085,我的答案： √ 
1086,窗体底端
1087,32 
1088,一个直言命题在结构上主要由主项、谓项、联项、常项四部分组成
1089,1.0 分 
1090,窗体顶端
1091,我的答案： √ 
1092,窗体底端
1093,33 
1094,基本复合命题里包括联言命题
1095,1.0 分 
1096,窗体顶端
1097,我的答案： √ 
1098,窗体底端
1099,34 
1100,从属关系要么全是肯定句，要么全是否定句。
1101,1.0 分 
1102,窗体顶端
1103,我的答案： √ 
1104,窗体底端
1105,35 
1106,逻辑与批判性思维这门课既是一个思维学科同时是一门能力学科。
1107,1.0 分 
1108,窗体顶端
1109,我的答案： √ 
1110,窗体底端
1111,36 
1112,因果关系中原因在先，结果在后
1113,1.0 分 
1114,窗体顶端
1115,我的答案： √ 
1116,窗体底端
1117,37 
1118,否定前件不能否定后件，因为前对后仅仅是充分的。
1119,1.0 分 
1120,窗体顶端
1121,我的答案： √ 
1122,窗体底端
1123,38 
1124,某高校某文科专业被推免攻读硕士研究生的本科生中女生占到70%说明该专业女生成绩更优秀
1125,1.0 分 
1126,窗体顶端
1127,我的答案： × 
1128,窗体底端
1129,39 
1130,多因一果问题尽量削弱在原因上
1131,1.0 分 
1132,窗体顶端
1133,我的答案： √ 
1134,窗体底端
1135,40 
1136,推不出只包括结构上推不出
1137,1.0 分 
1138,窗体顶端
1139,我的答案： × 
1140,窗体底端
1141,41 
1142,一般三段论只具有三种不同的格。
1143,1.0 分 
1144,窗体顶端
1145,我的答案： × 
1146,窗体底端
1147,42 
1148,反对关系和矛盾关系都是可以超越的，可以选择第三条路线。
1149,1.0 分 
1150,窗体顶端
1151,我的答案： × 
1152,窗体底端
1153,43 
1154,充要条件也称为等质条件
1155,1.0 分 
1156,窗体顶端
1157,我的答案： √ 
1158,窗体底端
1159,44 
1160,三段论推理原则就是当两个前提都是真的时候，结论就是真的。
1161,1.0 分 
1162,窗体顶端
1163,我的答案： √ 
1164,窗体底端
1165,45 
1166,充分条件在前件都假的情况下一定真。
1167,1.0 分 
1168,窗体顶端
1169,我的答案： √ 
1170,窗体底端
1171,46 
1172,SIP能换质位
1173,1.0 分 
1174,窗体顶端
1175,我的答案： × 
1176,窗体底端
1177,47 
1178,矛盾关系只有三对
1179,1.0 分 
1180,窗体顶端
1181,我的答案： × 
1182,窗体底端
1183,48 
1184,反对关系是矛盾关系的另一种表现形式
1185,1.0 分 
1186,窗体顶端
1187,我的答案： × 
1188,窗体底端
1189,49 
1190,解释一定就是事实
1191,1.0 分 
1192,窗体顶端
1193,我的答案： × 
1194,窗体底端
1195,50 
1196,使题干因果倒置这样一种反驳是在因果关系反驳中最有力量的
1197,1.0 分 
1198,窗体顶端
1199,我的答案： √ 
1200,窗体底端
1201, 
1202,           微信公众号：琢磨俗僧
1203,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
1204,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
1205,请发邮件至：cxeytk@foxmail.com
1206,
