,题目
322,窗体底端
323,我的答案：B
324,19
325,法语中，用来表示一个已经过去但和现在（时、空等方面）仍有着某种内在联系的动作或状态的动词时态是（）。（1.5分）
326,1.5分
327,窗体顶端
328,A、
329,复合过去时
330,
331,B、
332,未完成过去时
333,
334,C、
335,简单过去时
336,
337,D、
338,愈过去时
339,
340,窗体底端
341,我的答案：A
342,20
343,在法国和其他欧洲地区以外，法语最好的国家主要位于（）。（1.5分）
344,1.5分
345,窗体顶端
346,A、
347,北非
348,
349,B、
350,中非
351,
352,C、
353,南非
354,
355,D、
356,西非
357,
358,窗体底端
359,我的答案：A
360,21
361,法语中，第一组动词指不定式以（）结尾的动词。（1.5分）
362,0.0分
363,窗体顶端
364,A、
365,er
366,
367,B、
368,ir
369,
370,C、
371,re
372,
373,D、
374,voyer
375,
376,窗体底端
377,我的答案：C
378,22
379,法语中，下列词语里表示同意、肯定的是（）。（1.5分）
380,1.5分
381,窗体顶端
382,A、
383,non
384,
385,B、
386,pas question
387,
388,C、
389,pas du tout
390,
391,D、
392,oui
393,
394,窗体底端
395,我的答案：D
396,23
397,一般来说，法国人喜欢吃什么口味的中国菜？（1.5分）
398,1.5分
399,窗体顶端
400,A、
401,麻辣
402,
403,B、
404,酸辣
405,
406,C、
407,酸甜
408,
409,D、
410,清甜
411,
412,窗体底端
413,我的答案：C
414,24
415,下列法语动词中，（）不具有及物动词和不及物动词的双重身份。（1.5分）
416,1.5分
417,窗体顶端
418,A、
419,travailler
420,
421,B、
422,rire
423,
424,C、
425,sortir
426,
427,D、
428,rentrer
429,
430,窗体底端
431,我的答案：B
432,25
433,下列法语形容词中，没有比较级的是（）。（1.5分）
434,1.5分
435,窗体顶端
436,A、
437,cadet
438,
439,B、
440,favori
441,
442,C、
443,unique
444,
445,D、
446,以上都是
447,
448,窗体底端
449,我的答案：D
450,26
451,下列关于和法国人交际的一些说法中，不正确的是（）。（1.5分）
452,1.5分
453,窗体顶端
454,A、
455,凡事需要预约
456,
457,B、
458,要积极参加法国人的社交活动
459,
460,C、
461,热情和快乐是“交际”这所大门的通行证
462,
463,D、
464,对法国人的浪漫要态度认真
465,
466,窗体底端
467,我的答案：D
468,27
469,从人种上来说，法国的原住民是（）。（1.5分）
470,1.5分
471,窗体顶端
472,A、
473,罗马人
474,
475,B、
476,凯尔特人
477,
478,C、
479,法兰克人
480,
481,D、
482,以上都对
483,
484,窗体底端
485,我的答案：B
486,28
487,法语raleurs是指法国人性格中的什么特点？（）（1.5分）
488,1.5分
489,窗体顶端
490,A、
491,幽默
492,
493,B、
494,浪漫
495,
496,C、
497,爱发牢骚
498,
499,D、
500,追求自由
501,
502,窗体底端
503,我的答案：C
504,29
505,法语中的certain属于（）。（1.5分）
506,1.5分
507,窗体顶端
508,A、
509,疑问形容词
510,
511,B、
512,主有形容词
513,
514,C、
515,泛指形容词
516,
517,D、
518,指示形容词
519,
520,窗体底端
521,我的答案：C
522,30
523,法国人晚上打招呼常说（）。（1.5分）
524,1.5分
525,窗体顶端
526,A、
527,bonjour
528,
529,B、
530,bonsoir
531,
532,C、
533,bon après-midi
534,
535,D、
536,以上都对
537,
538,窗体底端
539,我的答案：B
540,31
541,法语中动词可以用作（）。（1.5分）
542,1.5分
543,窗体顶端
544,A、
545,名词
546,
547,B、
548,形容词
549,
550,C、
551,分词
552,
553,D、
554,以上都对
555,
556,窗体底端
557,我的答案：D
558,32
559,下列法语形容词构成阴性是在阳性的后面加个“e”的是（）。（1.5分）
560,1.5分
561,窗体顶端
562,A、
563,utile
564,
565,B、
566,petit
567,
568,C、
569,entier
570,
571,D、
572,cher
573,
574,窗体底端
575,我的答案：B
576,33
577,下列关于法语口语标准归纳的说法中，正确的是（）。（1.5分）
578,1.5分
579,窗体顶端
580,A、
581,口语的标准灵活
582,
583,B、
584,信息传递为口语第一要务
585,
586,C、
587,口语无论好坏均可传递信息
588,
589,D、
590,以上都对
591,
592,窗体底端
593,我的答案：D
594,34
595,法国下列地区中，文化习俗最接近英国的是（）。（1.5分）
596,1.5分
597,窗体顶端
598,A、
599,阿尔萨斯
600,
601,B、
602,阿基坦
603,
604,C、
605,勃艮第
606,
607,D、
608,布列塔尼
609,
610,窗体底端
611,我的答案：D
612,35
613,法语中，用来表示一个在用未完成过去时唆表示的动作或状态之前已经完成的动作或状态的动词时态是（）。（1.5分）
614,1.5分
615,窗体顶端
616,A、
617,复合过去时
618,
619,B、
620,过去最近过去时
621,
622,C、
623,简单过去时
624,
625,D、
626,愈过去时
627,
628,窗体底端
629,我的答案：D
630,36
631,下列法语形容词中，不是通过在阳性末尾加e构成阴性的是（）。（1.5分）
632,1.5分
633,窗体顶端
634,A、
635,aigu
636,
637,B、
638,long
639,
640,C、
641,blanc
642,
643,D、
644,cruel
645,
646,窗体底端
647,我的答案：D
648,37
649,法语动词的主要来源是（）。（1.5分）
650,1.5分
651,窗体顶端
652,A、
653,高卢语
654,
655,B、
656,拉丁语
657,
658,C、
659,凯尔特语
660,
661,D、
662,日耳曼语
663,
664,窗体底端
665,我的答案：B
666,38
667,法国巴黎最大的华人社区集中在（）。（1.5分）
668,1.5分
669,窗体顶端
670,A、
671,巴黎2区
672,
673,B、
674,巴黎5区
675,
676,C、
677,巴黎10区
678,
679,D、
680,巴黎13区
681,
682,窗体底端
683,我的答案：D
684,39
685,关于法语apprendre动词的句型，下列选项中的意思为“熟记某事”的是（）。（1.5分）
686,1.5分
687,窗体顶端
688,A、
689,apprendre qch
690,
691,B、
692,appredre ach par cœur
693,
694,C、
695,apprendre une nouvelle
696,
697,D、
698,aprrendre à faire ach
699,
700,窗体底端
701,我的答案：B
702,40
703,法语中，代词式动词的类别不包括（）。（1.5分）
704,0.0分
705,窗体顶端
706,A、
707,反身类
708,
709,B、
710,相互类
711,
712,C、
713,相对意义类
714,
715,D、
716,被动意义类
717,
718,窗体底端
719,我的答案：B
720,1
721,种种原因造成法国人不喜欢英语，甚至讨厌英国人。（）（1.3分）
722,1.3分
723,窗体顶端
724,我的答案：√
725,窗体底端
726,2
727,偶然无人称动词都是有不及物动词转换而来。（）（1.3分）
728,1.3分
729,窗体顶端
730,我的答案：×
731,窗体底端
732,3
733,中国驻法使馆可以出具留学回国证明。（）（1.3分）
734,1.3分
735,窗体顶端
736,我的答案：√
737,窗体底端
738,4
739,法语中雅语的一个重要标志是具有平仄的声调。（）（1.3分）
740,1.3分
741,窗体顶端
742,我的答案：√
743,窗体底端
744,5
745,和法国人交流，当称呼突然由“vous”变成“tu”，是两人距离拉远的信号。（）（1.3分）
746,1.3分
747,窗体顶端
748,我的答案：×
749,窗体底端
750,6
751,法国的工程师学校一般分为普通类、夜校类、学府类。（）（1.3分）
752,1.3分
753,窗体顶端
754,我的答案：×
755,窗体底端
756,7
757,法国人开车鸣笛是为了责备他人。（）（1.3分）
758,1.3分
759,窗体顶端
760,我的答案：√
761,窗体底端
762,8
763,法语中，连带形容词多用于书面语，分离形容词多用于口语。（）（1.3分）
764,1.3分
765,窗体顶端
766,我的答案：×
767,窗体底端
768,9
769,法语中，反身类和相互类代动词的配合与否取决于该代词式动词的直接宾语还是间接宾语。（）（1.3分）
770,1.3分
771,窗体顶端
772,我的答案：√
773,窗体底端
774,10
775,在与法国人交往时，尽量避免在其休息或修养时打扰他人。（）（1.3分）
776,1.3分
777,窗体顶端
778,我的答案：√
779,窗体底端
780,11
781,一般情况下，留法学生想要获得法国的永久居留权，取得长期居住证都会很难。（）（1.3分）
782,1.3分
783,窗体顶端
784,我的答案：√
785,窗体底端
786,12
787,法语中，所有三音节以上的形容词在句中都需要前置。（）（1.3分）
788,1.3分
789,窗体顶端
790,我的答案：×
791,窗体底端
792,13
793,在法语学习上，多阅读能培养我们的法语语感。（）（1.3分）
794,1.3分
795,窗体顶端
796,我的答案：√
797,窗体底端
798,14
799,法国最标准的法语发音是在法国的亚眠（Amiens）地区。（）（1.3分）
800,1.3分
801,窗体顶端
802,我的答案：√
803,窗体底端
804,15
805,马赛是法国的第二大城市和最大海港。（）（1.3分）
806,1.3分
807,窗体顶端
808,我的答案：√
809,窗体底端
810,16
811,法语动词的变化，无法表达动词是冻着本人的语气或情感。（）（1.3分）
812,1.3分
813,窗体顶端
814,我的答案：×
815,窗体底端
816,17
817,法国的南方人具有勤劳、善良、严谨的特点。（）（1.3分）
818,1.3分
819,窗体顶端
820,我的答案：×
821,窗体底端
822,18
823,法语动词的简单时态相比较复合时态，它缺少了介词。（）（1.3分）
824,1.3分
825,窗体顶端
826,我的答案：×
827,窗体底端
828,19
829,由于法国人民族自身特点，他们大多数来华旅游喜欢去脏、乱以及禁止游客进入的地方。（）（1.3分）
830,1.3分
831,窗体顶端
832,我的答案：√
833,窗体底端
834,20
835,法语中，缺项动词主要来自第一组动词。（）（1.3分）
836,1.3分
837,窗体顶端
838,我的答案：×
839,窗体底端
840,21
841,在法语中，如果品质形容词过多，位置排列复杂，为了方便理解，通常会做“并列”处理。（）（1.3分）
842,1.3分
843,窗体顶端
844,我的答案：√
845,窗体底端
846,22
847,加拿大的魁北克地区所讲的法语和法国本土的法语一致。（）（1.3分）
848,1.3分
849,窗体顶端
850,我的答案：×
851,窗体底端
852,23
853,针对留法学生，中国驻法国大使馆教育处会定期举办招待会。（）（1.3分）
854,1.3分
855,窗体顶端
856,我的答案：√
857,窗体底端
858,24
859,未完成过去时可用于描写或标明某个重复了一段时间的动作或状态。（）（2.3分）
860,2.3分
861,窗体顶端
862,我的答案：√
863,窗体底端
864,25
865,法语的动词时态中，未完成过去时也被称为“过去未完成时”。（）（1.3分）
866,1.3分
867,窗体顶端
868,我的答案：√
869,窗体底端
870,26
871,法语动词时态主要分为现在时、过去时、将来时。（）（1.3分）
872,1.3分
873,窗体顶端
874,我的答案：√
875,窗体底端
876,27
877,在法国，一些公共交通会对年轻人团体出行提供特别的优惠活动。（）（1.3分）
878,1.3分
879,窗体顶端
880,我的答案：√
881,窗体底端
882,28
883,法语按照语言等级分类通常分为四种，分别是：雅语、标准语、俗语、民间语。（）（1.3分）
884,1.3分
885,窗体顶端
886,我的答案：√
887,窗体底端
888,29
889,给法国人打电话要注意时间，晚上七点以后最好不要打电话。（）（1.3分）
890,1.3分
891,窗体顶端
892,我的答案：×
893,窗体底端
894,30
895,比利时的移民政策比法国严格。（）（1.3分）
896,1.3分
897,窗体顶端
898,我的答案：√
899,窗体底端
900,
901,           微信公众号：琢磨俗僧
902,      Copyright  © 2016~2020 超星尔雅题库 版权所有　
903,本站所有资源均来自互联网，本站只负责收集和整理，均不承担任何法律责任，如有侵权等其它行为
904,请发邮件至：cxeytk@foxmail.com
905,
